gtr_id,source_genre,target_genre,core_elements_keep,elements_to_change,tempo_shift_hint,groove_shift_hint,instrumentation_focus,vocal_style_shift,lyrical_tone_shift,notes
GTR-0085,alt_rock,lofi_pop,keep_hook_line_and_lyric_theme,update_drum_power_and_mix_density,slightly_slower,soften_backbeat_and_introduce_swing,soft_drums_and_muted_guitars,from_confrontational_tone_toquiet_delivery,from_high_tension_toreflective_mood,keep_alt_flavor_in_harmony_with_lofi_aesthetic
GTR-0086,reggae,alt_rock,keep_melodic_center_and_chorus_outline,adjust_drum_intensity_and_guitar_density,slightly_faster,move_to_four_on_the_floor_backbeat,overdriven_guitars_with_supporting_leads,from_relaxed_pulse_to_edgier_delivery,from_casual_view_to_goal_oriented_angle,retain_subtle_offbeat_elements_in_background
GTR-0087,cumbia,southern_rock_blues,keep_dance_hook_and_repetitive_refrain,adjust_percussion_stack_to_rock_kit,bpm_similar,move_to_swung_backbeat,slide_guitar_and_supporting_organ,from_group_shout_to_gritty_solo_belt,from_party_focus_to_roadhouse_story,maintain_forward_motion_in_chorus_sections
GTR-0088,lofi_pop,southern_rock_blues,keep_simple_hook_and_emotional_seed,reshape_drum_character_and_guitar_weight,slightly_faster,add_rock_backbeat_with_swing,crunch_guitars_and_fuller_drums,from_intimate_tone_toroom_filling_delivery,from_bedroom_scene_to_barroom_scene,retain_intimate_lyric_angles_while_scaling_energy
GTR-0089,southern_rock_blues,reggae,preserve_blues_hook_and_story_arc,adjust_drum_pattern_and_guitar_comping,slightly_slower,add_offbeat_skank,clean_skank_guitar_and_light_keys,from_gritty_belt_to_relaxed_syncopation,from_brooding_to_laid_back,retain_blues_color_while_adapting_to_reggae_feel
GTR-0090,alt_rock,southern_rock_blues,preserve_main_riff_and_chorus_focus,update_guitar_tone_and_drum_swing,slightly_slower,add_blues_swing_to_backbeat,overdriven_guitars_with_blues_phrasings,from_indie_bite_to_bluesy_drawl,from_detached_cool_to_rootsy_honesty,retain_modern_melodic_ideas_while_shiftingtoward_blues
GTR-0091,reggae,cumbia,preserve_repetitive_hook_and_bounce_memory,adjust_percussion_layout_and_bass_drive,slightly_faster,add_clave_and_extra_percussion,shakers_congas_and_bass,from_relaxed_tone_to_energetic_projection,from_background_vibe_to_lead_anthem,keep_lyrics_simple_for_chant_and_dance
GTR-0092,southern_rock_blues,cumbia,preserve_hook_and_narrative_refrain,adjust_percussion_stack_and_bass_pattern,slightly_faster,add_forward_cumbia_groove,accordion_or_keys_plus_percussion,from_raspy_belt_to_clearly_projected_voice,from_somber_angle_to_optimistic_release,keep_story_details_but_align_phrasing_with_dance_context
GTR-0093,lofi_pop,alt_rock,preserve_hook_and_core_emotional_theme,adjust_drum_energy_and_guitar_layers,slightly_faster,move_to_tighter_rock_backbeat,overdriven_or_chorus_guitars_with_snare_focus,from_intimate_whisper_to_confident_belt,from_diary_like_voice_to_stage_ready_tone,keep_introspective_content_inside_alt_rock_frame
GTR-0094,cumbia,lofi_pop,preserve_lead_melody_and_catchy_refrain,adjust_percussion_layers_and_bass_hype,slightly_slower,soften_groove_and_introduce_looseness,soft_drums_and_muted_keys,from_projected_lead_tosoft_sung_lines,from_outward_celebration_to_quiet_nostalgia,retain_simple_chant_like_phrases_in_hooks
GTR-0095,reggae,lofi_pop,preserve_hook_motif_and_chilled_center,adjust_drum_texture_and_mix_space,slightly_slower,reduce_transients_and_keep_lilt,soft_drums_keys_and_subtle_fx,from_clear_attack_tosoft_intimate_tone,from_social_scene_to_personal_moment,retain_loop_friendly_refrain_for_streaming_clips
GTR-0096,southern_rock_blues,alt_rock,preserve_signature_riff_and_vocal_motif,update_drum_feel_and_guitar_layering,bpm_similar,move_to_tight_rock_backbeat,layered_overdriven_guitars_and_steady_bass,from_blues_drawl_to_indie_projection,from_roadhouse_imagery_to_modern_alt_angle,keep_blues_influence_within_modern_alt_rock_mix
GTR-0097,cumbia,reggae,preserve_main_refrain_and_bounce_feel,update_percussion_density_and_backbeat_placement,slightly_slower,add_one_drop_or_steppers_feel,offbeat_keys_or_guitar_with_light_drums,from_shouted_phrases_to_more_spacious_lines,from_high_energy_party_to_chill_gathering,keep_repetitive_structure_for_familiarity
GTR-0098,lofi_pop,reggae,preserve_hook_motif_and_soft_atmosphere,update_drum_groove_and_guitar_role,slightly_faster,add_offbeat_pulse_with_light_percussion,keys_and_guitar_supporting_groove,from_near_whisper_to_clearer_but_relaxed_voice,from_private_space_toopen_air_scene,keep_soft_mix_edges_for_warmth
GTR-0099,alt_rock,lofi_pop,preserve_hook_line_and_lyric_theme,update_drum_power_and_mix_density,slightly_slower,soften_backbeat_and_introduce_swing,understated_guitars_and_warm_keys,from_confrontational_tone_toquiet_delivery,from_high_tension_toreflective_mood,keep_alt_flavor_in_harmony_with_lofi_aesthetic
GTR-0100,southern_rock_blues,lofi_pop,preserve_emotional_hook_and_melodic_spine,update_drum_and_guitar_intensity,slightly_slower,soft_backbeat_with_swing,soft_guitars_piano_and_lofi_drums,from_stage_belt_to_close_mic_intimacy,from_big_statement_to_quiet_reflection,retain_blues_nuance_while_supporting_loop_friendly_snippets
GTR-0101,cumbia,southern_rock_blues,preserve_dance_hook_and_repetitive_refrain,update_percussion_stack_to_rock_kit,bpm_similar,move_to_swung_backbeat,crunch_guitars_and_full_drums,from_group_shout_to_gritty_solo_belt,from_party_focus_to_roadhouse_story,maintain_forward_motion_in_chorus_sections
GTR-0102,alt_rock,cumbia,preserve_chorus_hook_and_melodic_center,update_drum_groove_and_percussion_role,slightly_faster,add_clave_and_party_forward_feel,guitars_with_congas_and_shakers,from_inward_delivery_tooutward_celebration,from_personal_frame_to_group_frame,retain_alt_harmonic_color_inside_cumbia_groove
GTR-0103,reggae,southern_rock_blues,preserve_hook_flow_and_relaxed_motif,update_drum_feel_and_guitar_weight,slightly_faster,add_blues_swing_to_backbeat,overdriven_guitars_and_solid_snare,from_smooth_delivery_to_earthier_tone,from_coastal_scene_to_barroom_scene,retain_some_offbeat_detail_in_support_parts
GTR-0104,southern_rock_blues,reggae,retain_blues_hook_and_story_arc,update_drum_pattern_and_guitar_comping,slightly_slower,add_offbeat_skank,clean_skank_guitar_and_light_keys,from_gritty_belt_to_relaxed_syncopation,from_brooding_to_laid_back,retain_blues_color_while_adapting_to_reggae_feel
GTR-0105,lofi_pop,southern_rock_blues,retain_simple_hook_and_emotional_seed,update_drum_character_and_guitar_weight,slightly_faster,add_rock_backbeat_with_swing,slide_guitar_with_supporting_organ,from_whispery_phrases_to_stronger_projection,from_private_reflection_to_roadhouse_confession,retain_intimate_lyric_angles_while_scaling_energy
GTR-0106,reggae,cumbia,retain_repetitive_hook_and_bounce_memory,update_percussion_layout_and_bass_drive,slightly_faster,add_clave_and_extra_percussion,percussion_led_band_with_support_guitar,from_laid_back_phrasing_to_more_punctuated_delivery,from_chill_relaxation_to_full_party_mood,keep_lyrics_simple_for_chant_and_dance
GTR-0107,southern_rock_blues,cumbia,retain_hook_and_narrative_refrain,update_percussion_stack_and_bass_pattern,slightly_faster,add_forward_cumbia_groove,accordion_or_keys_plus_percussion,from_raspy_belt_to_clearly_projected_voice,from_weighted_confession_to_celebratory_twist,keep_story_details_but_align_phrasing_with_dance_context
GTR-0108,lofi_pop,alt_rock,retain_hook_and_core_emotional_theme,update_drum_energy_and_guitar_layers,slightly_faster,move_to_tighter_rock_backbeat,driven_guitars_and_punchier_drums,from_intimate_whisper_to_confident_belt,from_quiet_processing_to_controlled_intensity,keep_introspective_content_inside_alt_rock_frame
GTR-0109,cumbia,lofi_pop,retain_lead_melody_and_catchy_refrain,update_percussion_layers_and_bass_hype,slightly_slower,reduce_percussion_and_keep_light_swing,soft_drums_and_muted_keys,from_excited_shout_to_more_relaxed_tone,from_outward_celebration_to_quiet_nostalgia,retain_simple_chant_like_phrases_in_hooks
GTR-0110,reggae,lofi_pop,retain_hook_motif_and_chilled_center,update_drum_texture_and_mix_space,slightly_slower,soften_backbeat_and_keep_subtle_swing,muted_kicks_snares_and_ambient_keys,from_projected_lines_to_whisper_like_delivery,from_outward_relaxation_to_inward_warmth,retain_loop_friendly_refrain_for_streaming_clips
GTR-0111,cumbia,southern_rock_blues,retain_dance_hook_and_repetitive_refrain,update_percussion_stack_to_rock_kit,bpm_similar,add_looser_backbeat_with_fills,slide_guitar_and_supporting_organ,from_group_shout_to_gritty_solo_belt,from_party_focus_to_roadhouse_story,maintain_forward_motion_in_chorus_sections
GTR-0112,southern_rock_blues,alt_rock,retain_signature_riff_and_vocal_motif,update_drum_feel_and_guitar_layering,bpm_similar,move_to_tight_rock_backbeat,layered_overdriven_guitars_and_steady_bass,from_blues_drawl_to_indie_projection,from_roadhouse_imagery_to_modern_alt_angle,keep_blues_influence_within_modern_alt_rock_mix
GTR-0113,lofi_pop,reggae,retain_hook_motif_and_soft_atmosphere,update_drum_groove_and_guitar_role,slightly_faster,add_offbeat_pulse_with_light_percussion,keys_and_guitar_supporting_groove,from_near_whisper_to_clearer_but_relaxed_voice,from_deeply_inward_to_more_social_relaxation,keep_soft_mix_edges_for_warmth
GTR-0114,alt_rock,lofi_pop,retain_hook_line_and_lyric_theme,update_drum_power_and_mix_density,slightly_slower,soften_backbeat_and_introduce_swing,understated_guitars_and_warm_keys,from_confrontational_tone_toquiet_delivery,from_high_tension_toreflective_mood,keep_alt_flavor_in_harmony_with_lofi_aesthetic
GTR-0115,southern_rock_blues,lofi_pop,retain_emotional_hook_and_melodic_spine,update_drum_and_guitar_intensity,slightly_slower,soft_backbeat_with_swing,soft_guitars_piano_and_lofi_drums,from_stage_belt_to_close_mic_intimacy,from_big_statement_to_quiet_reflection,retain_blues_nuance_while_supporting_loop_friendly_snippets
GTR-0116,cumbia,reggae,retain_main_refrain_and_bounce_feel,update_percussion_density_and_backbeat_placement,slightly_slower,add_one_drop_or_steppers_feel,offbeat_keys_or_guitar_with_light_drums,from_shouted_phrases_to_more_spacious_lines,from_high_energy_party_to_chill_gathering,keep_repetitive_structure_for_familiarity
GTR-0117,alt_rock,cumbia,retain_chorus_hook_and_melodic_center,update_drum_groove_and_percussion_role,slightly_faster,add_clave_and_party_forward_feel,percussion_and_guitars_sharing_rhythm,from_inward_delivery_tooutward_celebration,from_introspective_text_to_community_oriented_view,retain_alt_harmonic_color_inside_cumbia_groove
GTR-0118,lofi_pop,reggae,retain_hook_motif_and_soft_atmosphere,update_drum_groove_and_guitar_role,slightly_faster,add_offbeat_pulse_with_light_percussion,clean_guitar_or_keys_on_offbeats,from_near_whisper_to_clearer_but_relaxed_voice,from_private_space_toopen_air_scene,keep_soft_mix_edges_for_warmth
GTR-0119,alt_rock,southern_rock_blues,retain_main_riff_and_chorus_focus,update_guitar_tone_and_drum_swing,slightly_slower,add_blues_swing_to_backbeat,overdriven_guitars_with_blues_phrasings,from_indie_bite_to_bluesy_drawl,from_detached_cool_to_rootsy_honesty,retain_modern_melodic_ideas_while_shiftingtoward_blues
GTR-0120,reggae,cumbia,retain_repetitive_hook_and_bounce_memory,update_percussion_layout_and_bass_drive,slightly_faster,add_clave_and_extra_percussion,shakers_congas_and_bass,from_relaxed_tone_to_energetic_projection,from_background_vibe_to_lead_anthem,keep_lyrics_simple_for_chant_and_dance
GTR-0121,southern_rock_blues,cumbia,retain_hook_and_narrative_refrain,update_percussion_stack_and_bass_pattern,slightly_faster,add_forward_cumbia_groove,percussion_led_band_with_supporting_guitar,from_raspy_belt_to_clearly_projected_voice,from_weighted_confession_to_celebratory_twist,keep_story_details_but_align_phrasing_with_dance_context
GTR-0122,southern_rock_blues,reggae,keep_main_central_motif_and_narrative,change_drum_sound_and_overall_mix_weight,slightly_slower,add_offbeat_skank,clean_guitars_and_supporting_keys,from_gritty_projection_to_smoother_phrasing,from_neutral_description_to_more_direct_statement,retain_core_feel_while_supporting_genre_shift
GTR-0123,southern_rock_blues,cumbia,preserve_main_melodic_center_and_theme,reshape_percussion_stack_and_bass_motion,slightly_faster,add_clave_pulse,percussion_led_band_with_supporting_guitar,from_soft_delivery_to_clearer_projection,from_broad_narration_to_gentle_motivation,avoid_extreme_tempo_moves_to_keep_flexibility
GTR-0124,southern_rock_blues,lofi_pop,retain_signature_groove_and_hook_memory,modify_backbeat_pattern_and_chord_instruments_layering,slightly_slower,soften_groove_keep_swing,soft_drums_keys_and_subtle_fx,from_relaxed_tone_to_subtler_close_mic_feel,from_introspective_angle_to_balanced_observation,design_line_for_loop_friendly_clip_segments
GTR-0125,southern_rock_blues,alt_rock,preserve_emotional_melodic_center_and_theme,adjust_groove_feel_and_guitar_placement,bpm_similar,move_to_straight_backbeat,overdriven_guitars_and_simple_bass,from_steady_phrasing_to_firmer_attack,from_simple_scene_to_more_direct_statement,design_line_for_loop_friendly_clip_segments
GTR-0126,reggae,southern_rock_blues,retain_core_groove_and_hook_memory,reshape_percussion_stack_and_bass_motion,slightly_faster,move_to_straight_backbeat,slide_guitar_and_supporting_organ,from_gentle_voice_to_slightly_edgier_lines,from_introspective_angle_to_more_grounded_view,prioritize_clear_groove_for_rhythm_section
GTR-0127,reggae,cumbia,retain_primary_hook_and_story_arc,update_drum_pattern_and_percussion_role,slightly_faster,tighten_groove_for_dance_floor,congas_shakers_and_solid_bass,from_soft_delivery_to_more_confident_tone,from_loose_storytelling_to_focused_narrative,retain_core_feel_while_supporting_genre_shift
GTR-0128,reggae,lofi_pop,keep_main_melodic_center_and_theme,change_drum_sound_and_overall_mix_weight,slightly_slower,relax_backbeat_for_chill_feel,light_kick_snare_with_ambient_keys,from_even_delivery_to_subtler_close_mic_feel,from_vague_vibe_to_light_reflective_mood,use_subtle_fx_only_to_support_vibe_not_lead_it
GTR-0129,reggae,alt_rock,maintain_core_riff_and_chorus_shape,modify_backbeat_pattern_and_guitar_layering,slightly_faster,emphasize_syncopated_kick,overdriven_guitars_and_simple_bass,from_relaxed_tone_to_firmer_attack,from_neutral_description_to_more_direct_statement,prioritize_clear_groove_for_rhythm_section
GTR-0130,cumbia,southern_rock_blues,retain_primary_groove_and_hook_memory,rebalance_percussion_layers_and_bass_emphasis,bpm_similar,add_subtle_shuffle_feel,slide_guitar_and_supporting_organ,from_plain_tone_to_gritty_projection,from_broad_narration_to_balanced_observation,avoid_extreme_tempo_moves_to_keep_flexibility
GTR-0131,cumbia,reggae,keep_central_hook_and_story_arc,update_drum_pattern_and_keys_role,slightly_slower,relax_backbeat_for_chill_feel,clean_guitars_and_supporting_keys,from_steady_phrasing_to_smoother_phrasing,from_simple_scene_to_more_grounded_view,retain_core_feel_while_supporting_genre_shift
GTR-0132,cumbia,lofi_pop,preserve_core_melodic_center_and_theme,change_drum_sound_and_overall_mix_weight,slightly_slower,soften_groove_keep_swing,soft_drums_keys_and_subtle_fx,from_contained_energy_to_subtler_close_mic_feel,from_personal_confession_to_light_reflective_mood,design_line_for_loop_friendly_clip_segments
GTR-0133,cumbia,alt_rock,maintain_main_riff_and_chorus_shape,modify_backbeat_pattern_and_guitar_layering,slightly_faster,move_to_straight_backbeat,overdriven_guitars_and_simple_bass,from_even_delivery_to_more_open_delivery,from_simple_scene_to_more_direct_statement,prioritize_clear_groove_for_rhythm_section
GTR-0134,lofi_pop,southern_rock_blues,retain_primary_hook_and_story_arc,adjust_groove_feel_and_guitar_placement,slightly_faster,add_subtle_shuffle_feel,slide_guitar_and_supporting_organ,from_soft_delivery_to_gritty_projection,from_introspective_angle_to_focused_narrative,avoid_extreme_tempo_moves_to_keep_flexibility
GTR-0135,lofi_pop,reggae,preserve_emotional_melodic_center_and_theme,reshape_percussion_stack_and_bass_motion,bpm_similar,relax_backbeat_for_chill_feel,clean_guitars_and_supporting_keys,from_gentle_voice_to_smoother_phrasing,from_broad_narration_to_balanced_observation,use_subtle_fx_only_to_support_vibe_not_lead_it
GTR-0136,lofi_pop,cumbia,keep_core_hook_and_story_arc,rebalance_percussion_layers_and_bass_emphasis,slightly_faster,tighten_groove_for_dance_floor,percussion_led_band_with_supporting_guitar,from_soft_delivery_to_more_confident_tone,from_vague_vibe_to_more_direct_statement,retain_core_feel_while_supporting_genre_shift
GTR-0137,lofi_pop,alt_rock,maintain_central_melodic_center_and_theme,update_drum_pattern_and_guitar_role,slightly_faster,move_to_straight_backbeat,overdriven_guitars_and_simple_bass,from_relaxed_tone_to_firmer_attack,from_neutral_description_to_focused_narrative,prioritize_clear_groove_for_rhythm_section
GTR-0138,alt_rock,southern_rock_blues,retain_signature_riff_and_chorus_shape,adjust_groove_feel_and_guitar_placement,slightly_slower,add_subtle_shuffle_feel,slide_guitar_and_supporting_organ,from_steady_phrasing_to_gritty_projection,from_simple_scene_to_balanced_observation,avoid_extreme_tempo_moves_to_keep_flexibility
GTR-0139,alt_rock,reggae,preserve_main_hook_and_story_arc,reshape_percussion_stack_and_bass_motion,slightly_slower,add_offbeat_skank,clean_guitars_and_supporting_keys,from_contained_energy_to_smoother_phrasing,from_neutral_description_to_more_grounded_view,retain_core_feel_while_supporting_genre_shift
GTR-0140,alt_rock,cumbia,keep_primary_melodic_center_and_theme,rebalance_percussion_layers_and_bass_emphasis,slightly_faster,add_clave_pulse,percussion_led_band_with_supporting_melodic_lines,from_plain_tone_to_more_open_delivery,from_introspective_angle_to_gentle_motivation,prioritize_clear_groove_for_rhythm_section
GTR-0141,alt_rock,lofi_pop,maintain_core_hook_and_story_arc,change_drum_sound_and_overall_mix_weight,slightly_slower,soften_groove_keep_swing,soft_drums_keys_and_subtle_fx,from_gritty_projection_to_subtler_close_mic_feel,from_confrontational_tone_to_light_reflective_mood,design_line_for_loop_friendly_clip_segments
GTR-0142,southern_rock_blues,reggae,retain_primary_hook_and_story_arc,update_drum_pattern_and_keys_role,slightly_slower,relax_backbeat_for_chill_feel,clean_guitars_and_supporting_keys,from_gritty_projection_to_smoother_phrasing,from_heavy_reflection_to_balanced_observation,retain_core_feel_while_supporting_genre_shift
GTR-0143,southern_rock_blues,cumbia,keep_core_melodic_center_and_theme,reshape_percussion_stack_and_bass_motion,slightly_faster,tighten_groove_for_dance_floor,congas_shakers_and_solid_bass,from_soft_delivery_to_more_confident_tone,from_loose_storytelling_to_clearer_scene_setting,prioritize_clear_groove_for_rhythm_section
GTR-0144,southern_rock_blues,lofi_pop,preserve_signature_riff_and_chorus_shape,change_drum_sound_and_overall_mix_weight,slightly_slower,soften_groove_keep_swing,light_kick_snare_with_ambient_keys,from_relaxed_tone_to_subtler_close_mic_feel,from_personal_confession_to_light_reflective_mood,use_subtle_fx_only_to_support_vibe_not_lead_it
GTR-0145,southern_rock_blues,alt_rock,maintain_main_hook_and_story_arc,modify_backbeat_pattern_and_guitar_layering,bpm_similar,move_to_straight_backbeat,overdriven_guitars_and_simple_bass,from_steady_phrasing_to_firmer_attack,from_neutral_description_to_more_direct_statement,retain_core_feel_while_supporting_genre_shift
GTR-0146,reggae,southern_rock_blues,keep_central_melodic_center_and_theme,update_drum_pattern_and_guitar_role,slightly_faster,add_subtle_shuffle_feel,slide_guitar_and_supporting_organ,from_soft_delivery_to_gritty_projection,from_vague_vibe_to_more_grounded_view,prioritize_clear_groove_for_rhythm_section
GTR-0147,reggae,cumbia,preserve_primary_hook_and_story_arc,rebalance_percussion_layers_and_bass_emphasis,slightly_faster,add_clave_pulse,percussion_led_band_with_supporting_guitar,from_relaxed_tone_to_more_confident_tone,from_broad_narration_to_clearer_scene_setting,retain_core_feel_while_supporting_genre_shift
GTR-0148,reggae,lofi_pop,retain_core_melodic_center_and_theme,change_drum_sound_and_overall_mix_weight,slightly_slower,soften_groove_keep_swing,soft_drums_keys_and_subtle_fx,from_gentle_voice_to_subtler_close_mic_feel,from_simple_scene_to_light_reflective_mood,design_line_for_loop_friendly_clip_segments
GTR-0149,reggae,alt_rock,maintain_signature_riff_and_chorus_shape,modify_backbeat_pattern_and_guitar_layering,slightly_faster,emphasize_syncopated_kick,overdriven_guitars_and_simple_bass,from_even_delivery_to_firmer_attack,from_neutral_description_to_focused_narrative,prioritize_clear_groove_for_rhythm_section
GTR-0150,cumbia,southern_rock_blues,preserve_primary_hook_and_story_arc,reshape_percussion_stack_and_bass_motion,bpm_similar,add_subtle_shuffle_feel,slide_guitar_and_supporting_organ,from_plain_tone_to_gritty_projection,from_simple_scene_to_balanced_observation,avoid_extreme_tempo_moves_to_keep_flexibility
GTR-0151,cumbia,reggae,keep_core_melodic_center_and_theme,update_drum_pattern_and_keys_role,slightly_slower,relax_backbeat_for_chill_feel,clean_guitars_and_supporting_keys,from_steady_phrasing_to_smoother_phrasing,from_loose_storytelling_to_more_grounded_view,retain_core_feel_while_supporting_genre_shift
GTR-0152,cumbia,lofi_pop,retain_signature_riff_and_chorus_shape,rebalance_percussion_layers_and_bass_emphasis,slightly_slower,soften_groove_keep_swing,soft_drums_keys_and_subtle_fx,from_soft_delivery_to_subtler_close_mic_feel,from_broad_narration_to_light_reflective_mood,design_line_for_loop_friendly_clip_segments
GTR-0153,cumbia,alt_rock,maintain_main_hook_and_story_arc,modify_backbeat_pattern_and_guitar_layering,slightly_faster,move_to_straight_backbeat,overdriven_guitars_and_simple_bass,from_contained_energy_to_firmer_attack,from_vague_vibe_to_more_direct_statement,prioritize_clear_groove_for_rhythm_section
GTR-0154,lofi_pop,southern_rock_blues,keep_main_melodic_center_and_theme,adjust_groove_feel_and_guitar_placement,slightly_faster,add_subtle_shuffle_feel,slide_guitar_and_supporting_organ,from_soft_delivery_to_gritty_projection,from_introspective_angle_to_balanced_observation,retain_core_feel_while_supporting_genre_shift
GTR-0155,lofi_pop,reggae,preserve_primary_hook_and_story_arc,reshape_percussion_stack_and_bass_motion,bpm_similar,add_offbeat_skank,clean_guitars_and_supporting_keys,from_relaxed_tone_to_smoother_phrasing,from_neutral_description_to_more_grounded_view,use_subtle_fx_only_to_support_vibe_not_lead_it
GTR-0156,lofi_pop,cumbia,retain_core_groove_and_hook_memory,rebalance_percussion_layers_and_bass_emphasis,slightly_faster,tighten_groove_for_dance_floor,congas_shakers_and_solid_bass,from_gentle_voice_to_more_confident_tone,from_personal_confession_to_clearer_scene_setting,prioritize_clear_groove_for_rhythm_section
GTR-0157,lofi_pop,alt_rock,maintain_signature_riff_and_chorus_shape,update_drum_pattern_and_guitar_role,slightly_faster,move_to_straight_backbeat,overdriven_guitars_and_simple_bass,from_even_delivery_to_firmer_attack,from_broad_narration_to_more_direct_statement,avoid_extreme_tempo_moves_to_keep_flexibility
GTR-0158,alt_rock,southern_rock_blues,retain_primary_hook_and_story_arc,adjust_groove_feel_and_guitar_placement,slightly_slower,add_subtle_shuffle_feel,slide_guitar_and_supporting_organ,from_steady_phrasing_to_gritty_projection,from_neutral_description_to_balanced_observation,retain_core_feel_while_supporting_genre_shift
GTR-0159,alt_rock,reggae,keep_main_melodic_center_and_theme,reshape_percussion_stack_and_bass_motion,slightly_slower,add_offbeat_skank,clean_guitars_and_supporting_keys,from_plain_tone_to_smoother_phrasing,from_simple_scene_to_more_grounded_view,use_subtle_fx_only_to_support_vibe_not_lead_it
GTR-0160,alt_rock,cumbia,preserve_core_groove_and_hook_memory,rebalance_percussion_layers_and_bass_emphasis,slightly_faster,add_clave_pulse,percussion_led_band_with_supporting_guitar,from_soft_delivery_to_more_confident_tone,from_introspective_angle_to_gentle_motivation,prioritize_clear_groove_for_rhythm_section
GTR-0161,alt_rock,lofi_pop,maintain_signature_melodic_center_and_theme,change_drum_sound_and_overall_mix_weight,slightly_slower,soften_groove_keep_swing,soft_drums_keys_and_subtle_fx,from_contained_energy_to_subtler_close_mic_feel,from_confrontational_tone_to_light_reflective_mood,design_line_for_loop_friendly_clip_segments
GTR-0162,southern_rock_blues,reggae,retain_core_hook_and_story_arc,update_drum_pattern_and_percussion_role,slightly_slower,relax_backbeat_for_chill_feel,clean_guitars_and_supporting_keys,from_gritty_projection_to_smoother_phrasing,from_heavy_reflection_to_balanced_observation,retain_core_feel_while_supporting_genre_shift
GTR-0163,southern_rock_blues,cumbia,keep_primary_melodic_center_and_theme,reshape_percussion_stack_and_bass_motion,slightly_faster,tighten_groove_for_dance_floor,percussion_led_band_with_supporting_guitar,from_soft_delivery_to_more_confident_tone,from_loose_storytelling_to_clearer_scene_setting,prioritize_clear_groove_for_rhythm_section
GTR-0164,reggae,southern_rock_blues,keep_core_melodic_center_and_theme,update_drum_pattern_and_guitar_role,slightly_faster,add_subtle_shuffle_feel,slide_guitar_and_supporting_organ,from_soft_delivery_to_gritty_projection,from_vague_vibe_to_more_grounded_view,prioritize_clear_groove_for_rhythm_section
GTR-0165,reggae,cumbia,preserve_primary_hook_and_story_arc,rebalance_percussion_layers_and_bass_emphasis,slightly_faster,add_clave_pulse,congas_shakers_and_solid_bass,from_relaxed_tone_to_more_confident_tone,from_broad_narration_to_clearer_scene_setting,retain_core_feel_while_supporting_genre_shift
GTR-0166,reggae,lofi_pop,retain_core_groove_and_hook_memory,change_drum_sound_and_overall_mix_weight,slightly_slower,soften_groove_keep_swing,soft_drums_keys_and_subtle_fx,from_gentle_voice_to_subtler_close_mic_feel,from_simple_scene_to_light_reflective_mood,design_line_for_loop_friendly_clip_segments
GTR-0167,alt_rock,cumbia,preserve_core_groove_and_hook_memory,rebalance_percussion_layers_and_bass_emphasis,slightly_faster,add_clave_pulse,percussion_led_band_with_supporting_melodic_lines,from_soft_delivery_to_more_confident_tone,from_introspective_angle_to_gentle_motivation,prioritize_clear_groove_for_rhythm_section
GTR-0168,southern_rock_blues,reggae,retain_primary_hook_and_story_arc,update_drum_pattern_and_percussion_role,slightly_slower,relax_backbeat_for_chill_feel,clean_guitars_and_supporting_keys,from_gritty_projection_to_smoother_phrasing,from_heavy_reflection_to_balanced_observation,retain_core_feel_while_supporting_genre_shift
GTR-0169,southern_rock_blues,cumbia,keep_main_melodic_center_and_theme,reshape_percussion_stack_and_bass_motion,slightly_faster,tighten_groove_for_dance_floor,percussion_led_band_with_supporting_guitar,from_soft_delivery_to_more_confident_tone,from_loose_storytelling_to_clearer_scene_setting,prioritize_clear_groove_for_rhythm_section
