lsm_id,section_type,structure_pattern,rhythm_profile,rhyme_profile,emotional_arc,viral_trigger,platform_fit,genre_adaptability,notes
LSM-0202,outro,progressive_build,double_time,mixed_scheme,release,anticipation_line,tiktok_soundbite,edm_drop_friendly,outro_progressive_build_double_time_mixed_scheme_release_anticipation_line_tiktok_soundbite_edm_drop_friendly_pattern_202
LSM-0203,post_chorus,progressive_build,long_flowing,near_rhyme,tension_build,story_pull,both,country_pop,post_chorus_progressive_build_long_flowing_near_rhyme_tension_build_story_pull_both_country_pop_pattern_203
LSM-0204,breakdown,twist_section,syncopated,mixed_scheme,nostalgia,story_pull,album_listen,trap_pop_friendly,breakdown_twist_section_syncopated_mixed_scheme_nostalgia_story_pull_album_listen_trap_pop_friendly_pattern_204
LSM-0205,breakdown,question_answer,half_time,triple_rhyme,melancholy_swell,repeatable_phrase,full_song_streaming,reggaeton_pop,breakdown_question_answer_half_time_triple_rhyme_melancholy_swell_repeatable_phrase_full_song_streaming_reggaeton_pop_pattern_205
LSM-0206,verse,one_liner,syncopated,alt_rhyme,rise,repeatable_phrase,full_song_streaming,acoustic_ballad,verse_one_liner_syncopated_alt_rhyme_rise_repeatable_phrase_full_song_streaming_acoustic_ballad_pattern_206
LSM-0207,verse,hook_fade,mid_tempo_bounce,no_rhyme,reflection,transition_bait,live_performance,cross_genre,verse_hook_fade_mid_tempo_bounce_no_rhyme_reflection_transition_bait_live_performance_cross_genre_pattern_207
LSM-0208,breakdown,twist_section,laid_back,mixed_scheme,melancholy_swell,group_chant,live_performance,edm_drop_friendly,breakdown_twist_section_laid_back_mixed_scheme_melancholy_swell_group_chant_live_performance_edm_drop_friendly_pattern_208
LSM-0209,intro,question_answer,mid_tempo_bounce,mixed_scheme,tension_build,loop_bait,both,edm_drop_friendly,intro_question_answer_mid_tempo_bounce_mixed_scheme_tension_build_loop_bait_both_edm_drop_friendly_pattern_209
LSM-0210,intro,call_response,syncopated,alt_rhyme,victory,loop_bait,live_performance,edm_drop_friendly,intro_call_response_syncopated_alt_rhyme_victory_loop_bait_live_performance_edm_drop_friendly_pattern_210
LSM-0211,hook,melodic_run,half_time,no_rhyme,confession,singalong_moment,full_song_streaming,cumbia_reggae_friendly,hook_melodic_run_half_time_no_rhyme_confession_singalong_moment_full_song_streaming_cumbia_reggae_friendly_pattern_211
LSM-0212,tag,ab_ab,double_time,light_internal,nostalgia,shout_along,live_performance,cumbia_reggae_friendly,tag_ab_ab_double_time_light_internal_nostalgia_shout_along_live_performance_cumbia_reggae_friendly_pattern_212
LSM-0213,bridge,one_liner,half_time,near_rhyme,nostalgia,shout_along,live_performance,cumbia_reggae_friendly,bridge_one_liner_half_time_near_rhyme_nostalgia_shout_along_live_performance_cumbia_reggae_friendly_pattern_213
LSM-0214,pre_chorus,melodic_run,half_time,no_rhyme,release,transition_bait,both,trap_pop_friendly,pre_chorus_melodic_run_half_time_no_rhyme_release_transition_bait_both_trap_pop_friendly_pattern_214
LSM-0215,post_chorus,build_drop,stop_start,mixed_scheme,release,caption_friendly,both,cumbia_reggae_friendly,post_chorus_build_drop_stop_start_mixed_scheme_release_caption_friendly_both_cumbia_reggae_friendly_pattern_215
LSM-0216,outro,aa_bb,stop_start,mixed_scheme,rise,preview_hook_line,full_song_streaming,edm_drop_friendly,outro_aa_bb_stop_start_mixed_scheme_rise_preview_hook_line_full_song_streaming_edm_drop_friendly_pattern_216
LSM-0217,chorus,riff_based,syncopated,slant_rhyme,resolve,story_pull,shorts_reels,trap_pop_friendly,chorus_riff_based_syncopated_slant_rhyme_resolve_story_pull_shorts_reels_trap_pop_friendly_pattern_217
LSM-0218,post_chorus,ab_cb,short_punchy,mixed_scheme,melancholy_swell,story_pull,live_performance,latin_fusion,post_chorus_ab_cb_short_punchy_mixed_scheme_melancholy_swell_story_pull_live_performance_latin_fusion_pattern_218
LSM-0219,pre_chorus,aaba,long_flowing,near_rhyme,reflection,repeatable_phrase,album_listen,rock_friendly,pre_chorus_aaba_long_flowing_near_rhyme_reflection_repeatable_phrase_album_listen_rock_friendly_pattern_219
LSM-0220,chorus,question_answer,half_time,alt_rhyme,resolve,loop_bait,shorts_reels,acoustic_ballad,chorus_question_answer_half_time_alt_rhyme_resolve_loop_bait_shorts_reels_acoustic_ballad_pattern_220
LSM-0221,breakdown,progressive_build,double_time,alt_rhyme,reflection,singalong_moment,full_song_streaming,latin_fusion,breakdown_progressive_build_double_time_alt_rhyme_reflection_singalong_moment_full_song_streaming_latin_fusion_pattern_221
LSM-0222,outro,round_style,stop_start,near_rhyme,resolve,singalong_moment,live_performance,edm_drop_friendly,outro_round_style_stop_start_near_rhyme_resolve_singalong_moment_live_performance_edm_drop_friendly_pattern_222
LSM-0223,post_chorus,ab_ab,syncopated,mixed_scheme,victory,shout_along,both,reggaeton_pop,post_chorus_ab_ab_syncopated_mixed_scheme_victory_shout_along_both_reggaeton_pop_pattern_223
LSM-0224,verse,one_liner,mid_tempo_bounce,near_rhyme,twist,group_chant,live_performance,edm_drop_friendly,verse_one_liner_mid_tempo_bounce_near_rhyme_twist_group_chant_live_performance_edm_drop_friendly_pattern_224
LSM-0225,bridge,aa_bb,laid_back,alt_rhyme,nostalgia,repeatable_phrase,album_listen,cross_genre,bridge_aa_bb_laid_back_alt_rhyme_nostalgia_repeatable_phrase_album_listen_cross_genre_pattern_225
LSM-0226,bridge,round_style,double_time,slant_rhyme,confession,shout_along,full_song_streaming,indie_pop,bridge_round_style_double_time_slant_rhyme_confession_shout_along_full_song_streaming_indie_pop_pattern_226
LSM-0227,intro,riff_based,mid_tempo_bounce,mixed_scheme,release,story_pull,tiktok_soundbite,acoustic_ballad,intro_riff_based_mid_tempo_bounce_mixed_scheme_release_story_pull_tiktok_soundbite_acoustic_ballad_pattern_227
LSM-0228,breakdown,ab_ca,syncopated,alt_rhyme,melancholy_swell,repeatable_phrase,tiktok_soundbite,cross_genre,breakdown_ab_ca_syncopated_alt_rhyme_melancholy_swell_repeatable_phrase_tiktok_soundbite_cross_genre_pattern_228
LSM-0229,post_chorus,progressive_build,long_flowing,no_rhyme,tension_build,singalong_moment,full_song_streaming,indie_pop,post_chorus_progressive_build_long_flowing_no_rhyme_tension_build_singalong_moment_full_song_streaming_indie_pop_pattern_229
LSM-0230,post_chorus,ab_cb,short_punchy,slant_rhyme,confession,caption_friendly,live_performance,country_pop,post_chorus_ab_cb_short_punchy_slant_rhyme_confession_caption_friendly_live_performance_country_pop_pattern_230
LSM-0231,verse,ab_cb,syncopated,dense_end_rhyme,victory,transition_bait,shorts_reels,edm_drop_friendly,verse_ab_cb_syncopated_dense_end_rhyme_victory_transition_bait_shorts_reels_edm_drop_friendly_pattern_231
LSM-0232,post_chorus,chant_block,short_punchy,mixed_scheme,resolve,transition_bait,album_listen,edm_drop_friendly,post_chorus_chant_block_short_punchy_mixed_scheme_resolve_transition_bait_album_listen_edm_drop_friendly_pattern_232
LSM-0233,verse,round_style,double_time,light_internal,victory,loop_bait,live_performance,reggaeton_pop,verse_round_style_double_time_light_internal_victory_loop_bait_live_performance_reggaeton_pop_pattern_233
LSM-0234,outro,hook_first,stop_start,alt_rhyme,rise,caption_friendly,album_listen,rock_friendly,outro_hook_first_stop_start_alt_rhyme_rise_caption_friendly_album_listen_rock_friendly_pattern_234
LSM-0235,post_chorus,hook_first,double_time,light_internal,nostalgia,anticipation_line,both,cumbia_reggae_friendly,post_chorus_hook_first_double_time_light_internal_nostalgia_anticipation_line_both_cumbia_reggae_friendly_pattern_235
LSM-0236,verse,twist_section,double_time,near_rhyme,rise,preview_hook_line,live_performance,rock_friendly,verse_twist_section_double_time_near_rhyme_rise_preview_hook_line_live_performance_rock_friendly_pattern_236
LSM-0237,pre_chorus,question_answer,syncopated,near_rhyme,release,shout_along,both,country_pop,pre_chorus_question_answer_syncopated_near_rhyme_release_shout_along_both_country_pop_pattern_237
LSM-0238,intro,one_liner,laid_back,dense_end_rhyme,resolve,repeatable_phrase,full_song_streaming,acoustic_ballad,intro_one_liner_laid_back_dense_end_rhyme_resolve_repeatable_phrase_full_song_streaming_acoustic_ballad_pattern_238
LSM-0239,outro,rise_drop,syncopated,triple_rhyme,rise,singalong_moment,both,indie_pop,outro_rise_drop_syncopated_triple_rhyme_rise_singalong_moment_both_indie_pop_pattern_239
LSM-0240,post_chorus,melodic_run,short_punchy,mixed_scheme,twist,shout_along,full_song_streaming,latin_fusion,post_chorus_melodic_run_short_punchy_mixed_scheme_twist_shout_along_full_song_streaming_latin_fusion_pattern_240
LSM-0241,bridge,question_answer,stop_start,mixed_scheme,release,group_chant,both,country_pop,bridge_question_answer_stop_start_mixed_scheme_release_group_chant_both_country_pop_pattern_241
LSM-0242,hook,round_style,half_time,light_internal,confession,shout_along,album_listen,southern_rock_blues,hook_round_style_half_time_light_internal_confession_shout_along_album_listen_southern_rock_blues_pattern_242
LSM-0243,pre_chorus,build_drop,half_time,mixed_scheme,tension_build,shout_along,full_song_streaming,cumbia_reggae_friendly,pre_chorus_build_drop_half_time_mixed_scheme_tension_build_shout_along_full_song_streaming_cumbia_reggae_friendly_pattern_243
LSM-0244,post_chorus,one_liner,syncopated,no_rhyme,release,relatable_line,album_listen,rock_friendly,post_chorus_one_liner_syncopated_no_rhyme_release_relatable_line_album_listen_rock_friendly_pattern_244
LSM-0245,breakdown,ab_ab,double_time,no_rhyme,twist,caption_friendly,tiktok_soundbite,trap_pop_friendly,breakdown_ab_ab_double_time_no_rhyme_twist_caption_friendly_tiktok_soundbite_trap_pop_friendly_pattern_245
LSM-0246,bridge,melodic_run,long_flowing,dense_end_rhyme,release,shock_line,live_performance,cumbia_reggae_friendly,bridge_melodic_run_long_flowing_dense_end_rhyme_release_shock_line_live_performance_cumbia_reggae_friendly_pattern_246
LSM-0247,breakdown,ab_ab,long_flowing,light_internal,resolve,singalong_moment,both,rock_friendly,breakdown_ab_ab_long_flowing_light_internal_resolve_singalong_moment_both_rock_friendly_pattern_247
LSM-0248,hook,rise_drop,short_punchy,near_rhyme,reflection,preview_hook_line,full_song_streaming,country_pop,hook_rise_drop_short_punchy_near_rhyme_reflection_preview_hook_line_full_song_streaming_country_pop_pattern_248
LSM-0249,verse,twist_section,long_flowing,mixed_scheme,confession,preview_hook_line,both,acoustic_ballad,verse_twist_section_long_flowing_mixed_scheme_confession_preview_hook_line_both_acoustic_ballad_pattern_249
LSM-0250,chorus,ab_cb,short_punchy,near_rhyme,reflection,loop_bait,album_listen,reggaeton_pop,chorus_ab_cb_short_punchy_near_rhyme_reflection_loop_bait_album_listen_reggaeton_pop_pattern_250
LSM-0251,verse,story_loop,half_time,alt_rhyme,resolve,transition_bait,full_song_streaming,country_pop,verse_story_loop_half_time_alt_rhyme_resolve_transition_bait_full_song_streaming_country_pop_pattern_251
LSM-0252,chorus,ab_cb,long_flowing,light_internal,reflection,story_pull,both,country_pop,chorus_ab_cb_long_flowing_light_internal_reflection_story_pull_both_country_pop_pattern_252
LSM-0253,verse,riff_based,double_time,light_internal,victory,loop_bait,full_song_streaming,acoustic_ballad,verse_riff_based_double_time_light_internal_victory_loop_bait_full_song_streaming_acoustic_ballad_pattern_253
LSM-0254,pre_chorus,hook_fade,long_flowing,mixed_scheme,victory,anticipation_line,tiktok_soundbite,indie_pop,pre_chorus_hook_fade_long_flowing_mixed_scheme_victory_anticipation_line_tiktok_soundbite_indie_pop_pattern_254
LSM-0255,pre_chorus,call_response,syncopated,dense_end_rhyme,nostalgia,loop_bait,live_performance,rock_friendly,pre_chorus_call_response_syncopated_dense_end_rhyme_nostalgia_loop_bait_live_performance_rock_friendly_pattern_255
LSM-0256,breakdown,build_drop,long_flowing,light_internal,tension_build,new_perspective,album_listen,country_pop,breakdown_build_drop_long_flowing_light_internal_tension_build_new_perspective_album_listen_country_pop_pattern_256
LSM-0257,outro,chant_block,stop_start,light_internal,release,preview_hook_line,both,trap_pop_friendly,outro_chant_block_stop_start_light_internal_release_preview_hook_line_both_trap_pop_friendly_pattern_257
LSM-0258,breakdown,question_answer,double_time,near_rhyme,victory,caption_friendly,live_performance,edm_drop_friendly,breakdown_question_answer_double_time_near_rhyme_victory_caption_friendly_live_performance_edm_drop_friendly_pattern_258
LSM-0259,pre_chorus,chant_block,short_punchy,light_internal,victory,story_pull,full_song_streaming,edm_drop_friendly,pre_chorus_chant_block_short_punchy_light_internal_victory_story_pull_full_song_streaming_edm_drop_friendly_pattern_259
LSM-0260,pre_chorus,riff_based,laid_back,mixed_scheme,victory,new_perspective,tiktok_soundbite,acoustic_ballad,pre_chorus_riff_based_laid_back_mixed_scheme_victory_new_perspective_tiktok_soundbite_acoustic_ballad_pattern_260
LSM-0261,chorus,hook_fade,half_time,near_rhyme,twist,transition_bait,live_performance,trap_pop_friendly,chorus_hook_fade_half_time_near_rhyme_twist_transition_bait_live_performance_trap_pop_friendly_pattern_261
LSM-0262,outro,hook_fade,long_flowing,near_rhyme,release,caption_friendly,live_performance,southern_rock_blues,outro_hook_fade_long_flowing_near_rhyme_release_caption_friendly_live_performance_southern_rock_blues_pattern_262
LSM-0263,hook,twist_section,short_punchy,dense_end_rhyme,tension_build,repeatable_phrase,both,southern_rock_blues,hook_twist_section_short_punchy_dense_end_rhyme_tension_build_repeatable_phrase_both_southern_rock_blues_pattern_263
LSM-0264,post_chorus,hook_fade,laid_back,no_rhyme,melancholy_swell,caption_friendly,tiktok_soundbite,country_pop,post_chorus_hook_fade_laid_back_no_rhyme_melancholy_swell_caption_friendly_tiktok_soundbite_country_pop_pattern_264
LSM-0265,outro,one_liner,half_time,alt_rhyme,resolve,singalong_moment,both,latin_fusion,outro_one_liner_half_time_alt_rhyme_resolve_singalong_moment_both_latin_fusion_pattern_265
LSM-0266,post_chorus,question_answer,mid_tempo_bounce,dense_end_rhyme,release,group_chant,album_listen,country_pop,post_chorus_question_answer_mid_tempo_bounce_dense_end_rhyme_release_group_chant_album_listen_country_pop_pattern_266
LSM-0267,breakdown,progressive_build,double_time,near_rhyme,nostalgia,shock_line,both,rock_friendly,breakdown_progressive_build_double_time_near_rhyme_nostalgia_shock_line_both_rock_friendly_pattern_267
LSM-0268,hook,rise_drop,long_flowing,mixed_scheme,victory,loop_bait,tiktok_soundbite,rock_friendly,hook_rise_drop_long_flowing_mixed_scheme_victory_loop_bait_tiktok_soundbite_rock_friendly_pattern_268
LSM-0269,chorus,question_answer,mid_tempo_bounce,triple_rhyme,reflection,anticipation_line,shorts_reels,trap_pop_friendly,chorus_question_answer_mid_tempo_bounce_triple_rhyme_reflection_anticipation_line_shorts_reels_trap_pop_friendly_pattern_269
LSM-0270,intro,one_liner,stop_start,no_rhyme,resolve,shock_line,shorts_reels,rock_friendly,intro_one_liner_stop_start_no_rhyme_resolve_shock_line_shorts_reels_rock_friendly_pattern_270
LSM-0271,tag,riff_based,laid_back,near_rhyme,reflection,loop_bait,album_listen,country_pop,tag_riff_based_laid_back_near_rhyme_reflection_loop_bait_album_listen_country_pop_pattern_271
LSM-0272,post_chorus,stacked_hooks,short_punchy,light_internal,confession,loop_bait,album_listen,indie_pop,post_chorus_stacked_hooks_short_punchy_light_internal_confession_loop_bait_album_listen_indie_pop_pattern_272
LSM-0273,chorus,twist_section,double_time,dense_end_rhyme,rise,new_perspective,album_listen,southern_rock_blues,chorus_twist_section_double_time_dense_end_rhyme_rise_new_perspective_album_listen_southern_rock_blues_pattern_273
LSM-0274,breakdown,one_liner,short_punchy,light_internal,confession,story_pull,full_song_streaming,rock_friendly,breakdown_one_liner_short_punchy_light_internal_confession_story_pull_full_song_streaming_rock_friendly_pattern_274
LSM-0275,bridge,melodic_run,short_punchy,no_rhyme,rise,transition_bait,live_performance,indie_pop,bridge_melodic_run_short_punchy_no_rhyme_rise_transition_bait_live_performance_indie_pop_pattern_275
LSM-0276,hook,build_drop,half_time,light_internal,confession,loop_bait,album_listen,reggaeton_pop,hook_build_drop_half_time_light_internal_confession_loop_bait_album_listen_reggaeton_pop_pattern_276
LSM-0277,post_chorus,hook_teaser,mid_tempo_bounce,near_rhyme,tension_build,echo_hook,full_song_streaming,rock_friendly,post_chorus_hook_teaser_mid_tempo_bounce_near_rhyme_tension_build_echo_hook_full_song_streaming_rock_friendly_pattern_277
LSM-0278,outro,melodic_run,long_flowing,slant_rhyme,melancholy_swell,loop_bait,album_listen,reggaeton_pop,outro_melodic_run_long_flowing_slant_rhyme_melancholy_swell_loop_bait_album_listen_reggaeton_pop_pattern_278
LSM-0279,intro,ab_ab,short_punchy,near_rhyme,nostalgia,singalong_moment,album_listen,reggaeton_pop,intro_ab_ab_short_punchy_near_rhyme_nostalgia_singalong_moment_album_listen_reggaeton_pop_pattern_279
LSM-0280,breakdown,ab_ca,long_flowing,mixed_scheme,melancholy_swell,preview_hook_line,shorts_reels,latin_fusion,breakdown_ab_ca_long_flowing_mixed_scheme_melancholy_swell_preview_hook_line_shorts_reels_latin_fusion_pattern_280
LSM-0281,tag,one_liner,double_time,alt_rhyme,melancholy_swell,new_perspective,album_listen,cross_genre,tag_one_liner_double_time_alt_rhyme_melancholy_swell_new_perspective_album_listen_cross_genre_pattern_281
LSM-0282,hook,riff_based,mid_tempo_bounce,no_rhyme,melancholy_swell,new_perspective,both,cumbia_reggae_friendly,hook_riff_based_mid_tempo_bounce_no_rhyme_melancholy_swell_new_perspective_both_cumbia_reggae_friendly_pattern_282
LSM-0283,intro,hook_teaser,syncopated,triple_rhyme,melancholy_swell,transition_bait,shorts_reels,cross_genre,intro_hook_teaser_syncopated_triple_rhyme_melancholy_swell_transition_bait_shorts_reels_cross_genre_pattern_283
LSM-0284,tag,stacked_hooks,long_flowing,no_rhyme,release,shock_line,both,indie_pop,tag_stacked_hooks_long_flowing_no_rhyme_release_shock_line_both_indie_pop_pattern_284
LSM-0285,intro,twist_section,mid_tempo_bounce,slant_rhyme,rise,group_chant,full_song_streaming,latin_fusion,intro_twist_section_mid_tempo_bounce_slant_rhyme_rise_group_chant_full_song_streaming_latin_fusion_pattern_285
LSM-0286,pre_chorus,chant_block,laid_back,no_rhyme,victory,singalong_moment,live_performance,country_pop,pre_chorus_chant_block_laid_back_no_rhyme_victory_singalong_moment_live_performance_country_pop_pattern_286
LSM-0287,intro,ab_ca,laid_back,mixed_scheme,reflection,loop_bait,album_listen,rock_friendly,intro_ab_ca_laid_back_mixed_scheme_reflection_loop_bait_album_listen_rock_friendly_pattern_287
LSM-0288,pre_chorus,question_answer,double_time,mixed_scheme,twist,transition_bait,album_listen,indie_pop,pre_chorus_question_answer_double_time_mixed_scheme_twist_transition_bait_album_listen_indie_pop_pattern_288
LSM-0289,chorus,story_loop,half_time,slant_rhyme,twist,singalong_moment,full_song_streaming,indie_pop,chorus_story_loop_half_time_slant_rhyme_twist_singalong_moment_full_song_streaming_indie_pop_pattern_289
LSM-0290,breakdown,riff_based,syncopated,mixed_scheme,victory,singalong_moment,both,acoustic_ballad,breakdown_riff_based_syncopated_mixed_scheme_victory_singalong_moment_both_acoustic_ballad_pattern_290
LSM-0291,post_chorus,ab_cb,stop_start,no_rhyme,nostalgia,singalong_moment,shorts_reels,acoustic_ballad,post_chorus_ab_cb_stop_start_no_rhyme_nostalgia_singalong_moment_shorts_reels_acoustic_ballad_pattern_291
LSM-0292,intro,one_liner,mid_tempo_bounce,mixed_scheme,reflection,caption_friendly,full_song_streaming,country_pop,intro_one_liner_mid_tempo_bounce_mixed_scheme_reflection_caption_friendly_full_song_streaming_country_pop_pattern_292
LSM-0293,chorus,progressive_build,half_time,triple_rhyme,release,shout_along,live_performance,southern_rock_blues,chorus_progressive_build_half_time_triple_rhyme_release_shout_along_live_performance_southern_rock_blues_pattern_293
LSM-0294,chorus,call_response,short_punchy,slant_rhyme,resolve,repeatable_phrase,tiktok_soundbite,latin_fusion,chorus_call_response_short_punchy_slant_rhyme_resolve_repeatable_phrase_tiktok_soundbite_latin_fusion_pattern_294
LSM-0295,hook,stacked_hooks,mid_tempo_bounce,near_rhyme,rise,loop_bait,shorts_reels,latin_fusion,hook_stacked_hooks_mid_tempo_bounce_near_rhyme_rise_loop_bait_shorts_reels_latin_fusion_pattern_295
LSM-0296,breakdown,stacked_hooks,laid_back,triple_rhyme,nostalgia,new_perspective,both,cross_genre,breakdown_stacked_hooks_laid_back_triple_rhyme_nostalgia_new_perspective_both_cross_genre_pattern_296
LSM-0297,verse,hook_fade,laid_back,dense_end_rhyme,release,echo_hook,shorts_reels,cross_genre,verse_hook_fade_laid_back_dense_end_rhyme_release_echo_hook_shorts_reels_cross_genre_pattern_297
LSM-0298,bridge,stacked_hooks,long_flowing,triple_rhyme,rise,repeatable_phrase,full_song_streaming,southern_rock_blues,bridge_stacked_hooks_long_flowing_triple_rhyme_rise_repeatable_phrase_full_song_streaming_southern_rock_blues_pattern_298
LSM-0299,tag,ab_cb,double_time,triple_rhyme,reflection,caption_friendly,live_performance,reggaeton_pop,tag_ab_cb_double_time_triple_rhyme_reflection_caption_friendly_live_performance_reggaeton_pop_pattern_299
LSM-0300,breakdown,ab_ca,syncopated,triple_rhyme,resolve,singalong_moment,tiktok_soundbite,rock_friendly,breakdown_ab_ca_syncopated_triple_rhyme_resolve_singalong_moment_tiktok_soundbite_rock_friendly_pattern_300
