ttk_id,concept_type,format_structure,payoff_timing,audio_focus,visual_hook_hint,viral_mechanism,loop_friendliness,recommended_duration_secs,notes
TTK-0150,storytelling_clip,build_then_drop,15_to_30s,beat_switch,POV_handheld,transformation,perfect_seam_loop,26,beat_switch_build_then_drop_storytelling_clip
TTK-0151,transition,verse_to_hook,7_to_12s,sound_effect,subtitles_andface,curiosity_gap,perfect_seam_loop,12,transition_verse_to_hook_sound_effect
TTK-0152,caption_quiz,POV_cutaway,15_to_30s,silence_then_boom,match_cut,scarcity_timer,one_off_impact,25,silence_then_boom_POV_cutaway_match_cut
TTK-0153,duet_bait,POV_cutaway,10_to_20s,narration,caption_punch,scarcity_timer,perfect_seam_loop,15,scarcity_timer_duet_bait_POV_cutaway
TTK-0154,filter_flip,POV_cutaway,under_3s,vocal_hook,on_beat_cuts,aspirational_vibes,perfect_seam_loop,2,aspirational_vibes_on_beat_cuts_POV_cutaway
TTK-0155,live_teaser,duet_ready,under_3s,vocal_hook_anddrums,screen_record,remixability,good_enough_loop,3,remixability_duet_ready_live_teaser
TTK-0156,filter_flip,build_then_drop,7_to_12s,beat_switch,POV_handheld,emotional_punch,perfect_seam_loop,8,POV_handheld_emotional_punch_beat_switch
TTK-0157,remix_callout,stitch_ready,3_to_7s,acapella_loop,on_beat_cuts,aspirational_vibes,good_enough_loop,6,acapella_loop_remix_callout_aspirational_vibes
TTK-0158,product_demo,build_then_drop,7_to_12s,beat_switch,overlay_graphics,authority_flex,good_enough_loop,9,authority_flex_build_then_drop_overlay_graphics
TTK-0159,duet_bait,stitch_ready,3_to_7s,acapella_loop,text_popups,authority_flex,perfect_seam_loop,7,duet_bait_acapella_loop_text_popups
TTK-0160,stitch_prompt,listicle_3,3_to_7s,glitch_cut,reaction_face,suspense_payoff,one_off_impact,5,stitch_prompt_glitch_cut_listicle_3
TTK-0161,storytelling_clip,A_B_A_loop,7_to_12s,vocal_hook_anddrums,looped_dance_move,participation_chain,perfect_seam_loop,8,storytelling_clip_vocal_hook_anddrums_participation_chain
TTK-0162,remix_callout,duet_ready,15_to_30s,vocal_hook,duet_layout,educational_value,one_off_impact,19,educational_value_duet_layout_remix_callout
TTK-0163,storytelling_clip,verse_to_hook,15_to_30s,bass_drop,match_cut,shock_value_soft,good_enough_loop,26,verse_to_hook_match_cut_bass_drop
TTK-0164,micro_tutorial,POV_cutaway,3_to_7s,glitch_cut,emoji_spam,aspirational_vibes,good_enough_loop,4,glitch_cut_emoji_spam_POV_cutaway
TTK-0165,micro_tutorial,problem_solution,15_to_30s,glitch_cut,facial_zoom,emotional_punch,perfect_seam_loop,19,glitch_cut_micro_tutorial_emotional_punch
TTK-0166,caption_quiz,listicle_3,15_to_30s,beat_switch,stitch_frame,transformation,perfect_seam_loop,24,caption_quiz_listicle_3_stitch_frame
TTK-0167,filter_flip,duet_ready,3_to_7s,callout_tag,reaction_face,participation_chain,good_enough_loop,5,filter_flip_reaction_face_participation_chain
TTK-0168,stitch_prompt,duet_ready,7_to_12s,sound_effect,prop_reveal,high_relatability,good_enough_loop,8,stitch_prompt_sound_effect_high_relatability
TTK-0169,product_demo,verse_to_hook,3_to_7s,vocal_hook,text_popups,fan_service,one_off_impact,4,text_popups_fan_service_vocal_hook
TTK-0170,challenge,build_then_drop,under_3s,narration,looped_dance_move,meme_potential,one_off_impact,3,challenge_narration_meme_potential
TTK-0171,micro_tutorial,build_then_drop,under_3s,sound_effect,facial_zoom,curiosity_gap,good_enough_loop,2,micro_tutorial_facial_zoom_sound_effect
TTK-0172,countdown_tease,hook_only,15_to_30s,silence_then_boom,emoji_spam,meme_potential,good_enough_loop,28,countdown_tease_silence_then_boom_meme_potential
TTK-0173,live_teaser,problem_solution,3_to_7s,beat_switch,POV_handheld,controversy_but_safe,perfect_seam_loop,7,controversy_but_safe_live_teaser_problem_solution
TTK-0174,caption_quiz,hook_only,10_to_20s,acapella_loop,caption_punch,easy_to_copy,good_enough_loop,11,acapella_loop_hook_only_easy_to_copy
TTK-0175,transition,stitch_ready,7_to_12s,bass_drop,cut_transition,controversy_but_safe,one_off_impact,9,stitch_ready_cut_transition_bass_drop
TTK-0176,caption_quiz,verse_to_hook,3_to_7s,beat_switch,stitch_frame,co_creation,perfect_seam_loop,5,verse_to_hook_caption_quiz_stitch_frame
TTK-0177,reveal_twist,listicle_3,7_to_12s,glitch_cut,prop_reveal,satisfying_process,good_enough_loop,9,reveal_twist_listicle_3_prop_reveal
TTK-0178,behind_the_scenes,hook_only,7_to_12s,narration,camera_spin_orjump,controversy_but_safe,good_enough_loop,10,camera_spin_orjump_controversy_but_safe_hook_only
TTK-0179,storytelling_clip,POV_cutaway,10_to_20s,acapella_loop,POV_handheld,flex_skills,perfect_seam_loop,16,storytelling_clip_POV_handheld_acapella_loop
TTK-0180,storytelling_clip,duet_ready,7_to_12s,acapella_loop,camera_spin_orjump,high_relatability,good_enough_loop,12,acapella_loop_high_relatability_duet_ready
TTK-0181,poll_moment,problem_solution,3_to_7s,vocal_hook_anddrums,on_beat_cuts,co_creation,perfect_seam_loop,5,co_creation_on_beat_cuts_problem_solution
TTK-0182,reveal_twist,build_then_drop,10_to_20s,acapella_loop,POV_handheld,emotional_punch,perfect_seam_loop,12,emotional_punch_POV_handheld_reveal_twist
TTK-0183,meme_context,build_then_drop,3_to_7s,acapella_loop,on_beat_cuts,authority_flex,one_off_impact,3,authority_flex_build_then_drop_acapella_loop
TTK-0184,filter_flip,listicle_3,7_to_12s,vocal_hook_anddrums,reaction_face,scarcity_timer,perfect_seam_loop,11,vocal_hook_anddrums_reaction_face_listicle_3
TTK-0185,listicle_tip,A_B_A_loop,under_3s,vocal_hook,subtitles_andface,fan_service,one_off_impact,3,fan_service_listicle_tip_A_B_A_loop
TTK-0186,listicle_tip,POV_cutaway,3_to_7s,silence_then_boom,text_popups,fan_service,perfect_seam_loop,3,POV_cutaway_listicle_tip_fan_service
TTK-0187,storytelling_clip,POV_cutaway,under_3s,acapella_loop,duet_layout,controversy_but_safe,one_off_impact,2,controversy_but_safe_acapella_loop_POV_cutaway
TTK-0188,storytelling_clip,verse_to_hook,7_to_12s,glitch_cut,emoji_spam,visual_satisfaction,perfect_seam_loop,8,verse_to_hook_emoji_spam_storytelling_clip
TTK-0189,behind_the_scenes,duet_ready,15_to_30s,acapella_loop,match_cut,satisfying_process,perfect_seam_loop,17,behind_the_scenes_acapella_loop_duet_ready
TTK-0190,caption_quiz,duet_ready,10_to_20s,callout_tag,screen_record,high_relatability,perfect_seam_loop,15,caption_quiz_screen_record_duet_ready
TTK-0191,remix_callout,listicle_3,3_to_7s,glitch_cut,slow_zoom,scarcity_timer,perfect_seam_loop,4,slow_zoom_remix_callout_scarcity_timer
TTK-0192,remix_callout,verse_to_hook,7_to_12s,bass_drop,subtitles_andface,educational_value,one_off_impact,8,bass_drop_educational_value_remix_callout
TTK-0193,listicle_tip,A_B_A_loop,15_to_30s,narration,simple_static_shot,aspirational_vibes,one_off_impact,17,aspirational_vibes_A_B_A_loop_narration
TTK-0194,live_teaser,verse_to_hook,3_to_7s,silence_then_boom,greenscreen_effect,educational_value,one_off_impact,3,live_teaser_educational_value_greenscreen_effect
TTK-0195,live_teaser,call_and_response,3_to_7s,silence_then_boom,facial_zoom,curiosity_gap,one_off_impact,3,facial_zoom_silence_then_boom_curiosity_gap
TTK-0196,micro_tutorial,POV_cutaway,3_to_7s,callout_tag,text_popups,co_creation,perfect_seam_loop,3,POV_cutaway_text_popups_co_creation
TTK-0197,caption_quiz,POV_cutaway,3_to_7s,acapella_loop,greenscreen_effect,meme_potential,good_enough_loop,5,acapella_loop_greenscreen_effect_caption_quiz
TTK-0198,behind_the_scenes,duet_ready,15_to_30s,beat_switch,split_screen,participation_chain,good_enough_loop,18,beat_switch_split_screen_behind_the_scenes
TTK-0199,meme_context,build_then_drop,under_3s,narration,prop_reveal,curiosity_gap,good_enough_loop,2,build_then_drop_narration_prop_reveal
TTK-0200,product_demo,A_B_A_loop,3_to_7s,vocal_hook_anddrums,POV_handheld,co_creation,good_enough_loop,5,POV_handheld_product_demo_co_creation
TTK-0201,stitch_prompt,duet_ready,10_to_20s,sound_effect,looped_dance_move,scarcity_timer,good_enough_loop,10,stitch_prompt_sound_effect_duet_ready
TTK-0202,poll_moment,POV_cutaway,7_to_12s,glitch_cut,outfit_change,visual_satisfaction,good_enough_loop,8,glitch_cut_visual_satisfaction_POV_cutaway
TTK-0203,behind_the_scenes,hook_only,10_to_20s,vocal_hook,screen_record,satisfying_process,perfect_seam_loop,15,satisfying_process_vocal_hook_behind_the_scenes
TTK-0204,stitch_prompt,duet_ready,10_to_20s,glitch_cut,caption_punch,curiosity_gap,one_off_impact,19,stitch_prompt_duet_ready_curiosity_gap
TTK-0205,stitch_prompt,listicle_3,7_to_12s,glitch_cut,on_beat_cuts,meme_potential,perfect_seam_loop,11,meme_potential_on_beat_cuts_glitch_cut
TTK-0206,reveal_twist,hook_only,under_3s,bass_drop,stitch_frame,educational_value,good_enough_loop,3,hook_only_educational_value_stitch_frame
TTK-0207,poll_moment,listicle_3,3_to_7s,callout_tag,greenscreen_effect,aspirational_vibes,one_off_impact,5,aspirational_vibes_greenscreen_effect_callout_tag
TTK-0208,live_teaser,call_and_response,10_to_20s,vocal_hook,on_beat_cuts,educational_value,one_off_impact,11,on_beat_cuts_vocal_hook_educational_value
TTK-0209,challenge,stitch_ready,10_to_20s,narration,slow_zoom,scarcity_timer,one_off_impact,13,challenge_slow_zoom_scarcity_timer
TTK-0210,remix_callout,stitch_ready,10_to_20s,bass_drop,duet_layout,participation_chain,perfect_seam_loop,19,remix_callout_stitch_ready_participation_chain
TTK-0211,filter_flip,listicle_3,10_to_20s,bass_drop,facial_zoom,remixability,good_enough_loop,18,remixability_facial_zoom_bass_drop
TTK-0212,reveal_twist,verse_to_hook,15_to_30s,sound_effect,overlay_graphics,educational_value,one_off_impact,30,educational_value_overlay_graphics_verse_to_hook
TTK-0213,storytelling_clip,POV_cutaway,15_to_30s,acapella_loop,overlay_graphics,controversy_but_safe,one_off_impact,23,controversy_but_safe_overlay_graphics_storytelling_clip
TTK-0214,dance_loop,call_and_response,15_to_30s,narration,emoji_spam,aspirational_vibes,good_enough_loop,21,emoji_spam_narration_call_and_response
TTK-0215,behind_the_scenes,duet_ready,7_to_12s,narration,camera_spin_orjump,scarcity_timer,one_off_impact,11,camera_spin_orjump_scarcity_timer_duet_ready
TTK-0216,meme_context,call_and_response,under_3s,narration,stitch_frame,high_relatability,good_enough_loop,3,narration_stitch_frame_meme_context
TTK-0217,reaction_stem,duet_ready,7_to_12s,glitch_cut,stitch_frame,flex_skills,perfect_seam_loop,7,flex_skills_duet_ready_reaction_stem
TTK-0218,reveal_twist,duet_ready,3_to_7s,sound_effect,cut_transition,visual_satisfaction,good_enough_loop,5,cut_transition_reveal_twist_sound_effect
TTK-0219,meme_context,hook_only,15_to_30s,bass_drop,facial_zoom,fan_service,good_enough_loop,21,bass_drop_fan_service_hook_only
TTK-0220,reveal_twist,build_then_drop,15_to_30s,sound_effect,overlay_graphics,shock_value_soft,perfect_seam_loop,28,build_then_drop_reveal_twist_shock_value_soft
TTK-0221,caption_quiz,verse_to_hook,7_to_12s,vocal_hook,outfit_change,aspirational_vibes,one_off_impact,11,caption_quiz_vocal_hook_verse_to_hook
TTK-0222,filter_flip,duet_ready,15_to_30s,vocal_hook_anddrums,simple_static_shot,transformation,good_enough_loop,23,duet_ready_filter_flip_transformation
TTK-0223,storytelling_clip,POV_cutaway,7_to_12s,bass_drop,outfit_change,educational_value,good_enough_loop,11,POV_cutaway_educational_value_bass_drop
TTK-0224,stitch_prompt,problem_solution,15_to_30s,acapella_loop,reaction_face,authority_flex,one_off_impact,18,problem_solution_authority_flex_reaction_face
TTK-0225,product_demo,A_B_A_loop,under_3s,narration,prop_reveal,participation_chain,good_enough_loop,3,narration_participation_chain_prop_reveal
TTK-0226,live_teaser,hook_only,7_to_12s,acapella_loop,stitch_frame,participation_chain,perfect_seam_loop,12,live_teaser_stitch_frame_hook_only
TTK-0227,storytelling_clip,problem_solution,15_to_30s,narration,stitch_frame,visual_satisfaction,one_off_impact,24,narration_problem_solution_storytelling_clip
TTK-0228,meme_context,POV_cutaway,3_to_7s,vocal_hook_anddrums,greenscreen_effect,controversy_but_safe,good_enough_loop,7,greenscreen_effect_POV_cutaway_meme_context
TTK-0229,poll_moment,build_then_drop,15_to_30s,vocal_hook_anddrums,POV_handheld,controversy_but_safe,perfect_seam_loop,18,poll_moment_build_then_drop_vocal_hook_anddrums
TTK-0230,countdown_tease,verse_to_hook,3_to_7s,acapella_loop,POV_handheld,co_creation,perfect_seam_loop,4,co_creation_POV_handheld_countdown_tease
TTK-0231,remix_callout,POV_cutaway,under_3s,vocal_hook_anddrums,simple_static_shot,transformation,good_enough_loop,3,transformation_remix_callout_vocal_hook_anddrums
TTK-0232,filter_flip,call_and_response,under_3s,callout_tag,caption_punch,easy_to_copy,one_off_impact,2,easy_to_copy_filter_flip_caption_punch
TTK-0233,POV_skit,listicle_3,under_3s,glitch_cut,cut_transition,high_relatability,good_enough_loop,2,glitch_cut_cut_transition_POV_skit
TTK-0234,meme_context,problem_solution,7_to_12s,callout_tag,match_cut,authority_flex,good_enough_loop,7,authority_flex_problem_solution_callout_tag
TTK-0235,behind_the_scenes,build_then_drop,3_to_7s,glitch_cut,prop_reveal,transformation,perfect_seam_loop,4,behind_the_scenes_transformation_build_then_drop
TTK-0236,filter_flip,duet_ready,10_to_20s,glitch_cut,prop_reveal,participation_chain,perfect_seam_loop,17,glitch_cut_duet_ready_prop_reveal
TTK-0237,reaction_stem,build_then_drop,under_3s,callout_tag,greenscreen_effect,easy_to_copy,perfect_seam_loop,2,reaction_stem_easy_to_copy_callout_tag
TTK-0238,reveal_twist,POV_cutaway,15_to_30s,vocal_hook,emoji_spam,shock_value_soft,good_enough_loop,29,POV_cutaway_shock_value_soft_reveal_twist
TTK-0239,meme_context,duet_ready,7_to_12s,sound_effect,screen_record,educational_value,one_off_impact,11,sound_effect_duet_ready_screen_record
TTK-0240,meme_context,duet_ready,3_to_7s,callout_tag,text_popups,flex_skills,perfect_seam_loop,7,flex_skills_duet_ready_callout_tag
TTK-0241,POV_skit,duet_ready,10_to_20s,vocal_hook,on_beat_cuts,authority_flex,one_off_impact,15,on_beat_cuts_authority_flex_POV_skit
TTK-0242,micro_tutorial,problem_solution,3_to_7s,glitch_cut,object_closeup,participation_chain,perfect_seam_loop,5,problem_solution_object_closeup_micro_tutorial
TTK-0243,countdown_tease,problem_solution,10_to_20s,glitch_cut,POV_handheld,meme_potential,good_enough_loop,13,glitch_cut_problem_solution_POV_handheld
TTK-0244,duet_bait,POV_cutaway,7_to_12s,beat_switch,overlay_graphics,remixability,perfect_seam_loop,9,overlay_graphics_duet_bait_remixability
TTK-0245,reaction_stem,stitch_ready,15_to_30s,sound_effect,object_closeup,remixability,good_enough_loop,24,reaction_stem_stitch_ready_remixability
TTK-0246,transition,POV_cutaway,3_to_7s,silence_then_boom,stitch_frame,remixability,good_enough_loop,4,remixability_silence_then_boom_POV_cutaway
TTK-0247,stitch_prompt,POV_cutaway,15_to_30s,acapella_loop,text_popups,flex_skills,good_enough_loop,30,text_popups_stitch_prompt_acapella_loop
TTK-0248,caption_quiz,listicle_3,3_to_7s,acapella_loop,split_screen,suspense_payoff,perfect_seam_loop,7,listicle_3_suspense_payoff_caption_quiz
TTK-0249,listicle_tip,duet_ready,15_to_30s,silence_then_boom,facial_zoom,aspirational_vibes,perfect_seam_loop,21,silence_then_boom_duet_ready_facial_zoom
TTK-0250,live_teaser,A_B_A_loop,10_to_20s,glitch_cut,slow_zoom,educational_value,good_enough_loop,17,slow_zoom_educational_value_live_teaser
TTK-0251,behind_the_scenes,verse_to_hook,3_to_7s,glitch_cut,object_closeup,emotional_punch,one_off_impact,3,emotional_punch_behind_the_scenes_object_closeup
TTK-0252,reveal_twist,hook_only,10_to_20s,bass_drop,slow_zoom,participation_chain,perfect_seam_loop,12,reveal_twist_hook_only_bass_drop
TTK-0253,filter_flip,listicle_3,under_3s,silence_then_boom,slow_zoom,curiosity_gap,good_enough_loop,3,filter_flip_curiosity_gap_silence_then_boom
TTK-0254,countdown_tease,problem_solution,under_3s,vocal_hook,POV_handheld,flex_skills,one_off_impact,3,countdown_tease_POV_handheld_flex_skills
TTK-0255,transition,build_then_drop,15_to_30s,bass_drop,emoji_spam,remixability,one_off_impact,23,bass_drop_remixability_build_then_drop
TTK-0256,duet_bait,listicle_3,10_to_20s,vocal_hook_anddrums,screen_record,participation_chain,one_off_impact,13,vocal_hook_anddrums_duet_bait_participation_chain
TTK-0257,reveal_twist,build_then_drop,10_to_20s,callout_tag,prop_reveal,satisfying_process,good_enough_loop,10,reveal_twist_build_then_drop_satisfying_process
TTK-0258,caption_quiz,problem_solution,7_to_12s,silence_then_boom,camera_spin_orjump,transformation,perfect_seam_loop,8,problem_solution_camera_spin_orjump_transformation
TTK-0259,reveal_twist,build_then_drop,7_to_12s,glitch_cut,screen_record,shock_value_soft,perfect_seam_loop,9,reveal_twist_build_then_drop_glitch_cut
TTK-0260,meme_context,problem_solution,under_3s,narration,subtitles_andface,scarcity_timer,perfect_seam_loop,3,scarcity_timer_narration_problem_solution
TTK-0261,meme_context,build_then_drop,15_to_30s,acapella_loop,cut_transition,visual_satisfaction,good_enough_loop,22,meme_context_acapella_loop_cut_transition
TTK-0262,poll_moment,stitch_ready,10_to_20s,acapella_loop,outfit_change,flex_skills,good_enough_loop,17,stitch_ready_acapella_loop_outfit_change
TTK-0263,stitch_prompt,problem_solution,3_to_7s,silence_then_boom,duet_layout,authority_flex,perfect_seam_loop,7,silence_then_boom_problem_solution_authority_flex
TTK-0264,duet_bait,build_then_drop,7_to_12s,bass_drop,prop_reveal,meme_potential,one_off_impact,10,bass_drop_meme_potential_duet_bait
TTK-0265,duet_bait,hook_only,7_to_12s,vocal_hook_anddrums,on_beat_cuts,flex_skills,perfect_seam_loop,8,duet_bait_hook_only_on_beat_cuts
TTK-0266,filter_flip,duet_ready,15_to_30s,glitch_cut,facial_zoom,visual_satisfaction,perfect_seam_loop,17,glitch_cut_filter_flip_visual_satisfaction
TTK-0267,poll_moment,listicle_3,10_to_20s,vocal_hook,text_popups,suspense_payoff,good_enough_loop,11,suspense_payoff_listicle_3_vocal_hook
TTK-0268,remix_callout,verse_to_hook,10_to_20s,bass_drop,simple_static_shot,flex_skills,good_enough_loop,14,simple_static_shot_verse_to_hook_remix_callout
TTK-0269,storytelling_clip,problem_solution,7_to_12s,callout_tag,text_popups,fan_service,perfect_seam_loop,9,callout_tag_problem_solution_fan_service
TTK-0270,caption_quiz,stitch_ready,15_to_30s,sound_effect,match_cut,visual_satisfaction,perfect_seam_loop,24,caption_quiz_match_cut_stitch_ready
TTK-0271,poll_moment,problem_solution,7_to_12s,vocal_hook_anddrums,split_screen,suspense_payoff,one_off_impact,11,problem_solution_vocal_hook_anddrums_suspense_payoff
TTK-0272,poll_moment,A_B_A_loop,10_to_20s,acapella_loop,subtitles_andface,authority_flex,good_enough_loop,14,subtitles_andface_A_B_A_loop_authority_flex
TTK-0273,stitch_prompt,call_and_response,10_to_20s,acapella_loop,camera_spin_orjump,scarcity_timer,perfect_seam_loop,19,scarcity_timer_call_and_response_acapella_loop
TTK-0274,countdown_tease,hook_only,10_to_20s,sound_effect,match_cut,aspirational_vibes,one_off_impact,11,match_cut_aspirational_vibes_countdown_tease
TTK-0275,micro_tutorial,A_B_A_loop,7_to_12s,bass_drop,stitch_frame,suspense_payoff,good_enough_loop,7,stitch_frame_suspense_payoff_bass_drop
TTK-0276,stitch_prompt,duet_ready,15_to_30s,callout_tag,overlay_graphics,shock_value_soft,good_enough_loop,17,stitch_prompt_duet_ready_callout_tag
TTK-0277,behind_the_scenes,verse_to_hook,15_to_30s,vocal_hook,screen_record,authority_flex,good_enough_loop,28,behind_the_scenes_authority_flex_screen_record
TTK-0278,listicle_tip,A_B_A_loop,15_to_30s,glitch_cut,overlay_graphics,scarcity_timer,one_off_impact,22,overlay_graphics_glitch_cut_A_B_A_loop
TTK-0279,filter_flip,stitch_ready,15_to_30s,bass_drop,on_beat_cuts,easy_to_copy,good_enough_loop,18,bass_drop_on_beat_cuts_filter_flip
TTK-0280,transition,verse_to_hook,7_to_12s,narration,split_screen,co_creation,perfect_seam_loop,11,split_screen_narration_verse_to_hook
TTK-0281,transition,POV_cutaway,10_to_20s,acapella_loop,reaction_face,aspirational_vibes,perfect_seam_loop,11,transition_acapella_loop_reaction_face
TTK-0282,transition,verse_to_hook,3_to_7s,glitch_cut,subtitles_andface,satisfying_process,perfect_seam_loop,5,satisfying_process_subtitles_andface_verse_to_hook
TTK-0283,dance_loop,problem_solution,3_to_7s,bass_drop,slow_zoom,suspense_payoff,good_enough_loop,3,suspense_payoff_problem_solution_slow_zoom
TTK-0284,live_teaser,problem_solution,10_to_20s,vocal_hook,stitch_frame,remixability,perfect_seam_loop,14,live_teaser_remixability_vocal_hook
TTK-0285,storytelling_clip,listicle_3,7_to_12s,sound_effect,match_cut,visual_satisfaction,good_enough_loop,12,match_cut_sound_effect_visual_satisfaction
TTK-0286,stitch_prompt,stitch_ready,10_to_20s,silence_then_boom,camera_spin_orjump,controversy_but_safe,good_enough_loop,17,controversy_but_safe_stitch_ready_silence_then_boom
TTK-0287,micro_tutorial,stitch_ready,15_to_30s,beat_switch,duet_layout,meme_potential,good_enough_loop,18,stitch_ready_beat_switch_micro_tutorial
TTK-0288,storytelling_clip,listicle_3,3_to_7s,glitch_cut,prop_reveal,suspense_payoff,one_off_impact,4,suspense_payoff_prop_reveal_listicle_3
TTK-0289,storytelling_clip,POV_cutaway,15_to_30s,bass_drop,overlay_graphics,emotional_punch,good_enough_loop,24,POV_cutaway_emotional_punch_overlay_graphics
TTK-0290,filter_flip,stitch_ready,under_3s,acapella_loop,outfit_change,fan_service,perfect_seam_loop,2,outfit_change_fan_service_stitch_ready
TTK-0291,caption_quiz,problem_solution,10_to_20s,vocal_hook_anddrums,subtitles_andface,high_relatability,one_off_impact,10,problem_solution_vocal_hook_anddrums_caption_quiz
TTK-0292,listicle_tip,A_B_A_loop,15_to_30s,narration,subtitles_andface,co_creation,one_off_impact,30,co_creation_listicle_tip_narration
TTK-0293,transition,call_and_response,15_to_30s,acapella_loop,overlay_graphics,shock_value_soft,one_off_impact,29,shock_value_soft_call_and_response_overlay_graphics
TTK-0294,transition,A_B_A_loop,7_to_12s,vocal_hook,match_cut,flex_skills,good_enough_loop,7,match_cut_transition_flex_skills
TTK-0295,reaction_stem,stitch_ready,7_to_12s,silence_then_boom,slow_zoom,suspense_payoff,perfect_seam_loop,11,stitch_ready_suspense_payoff_reaction_stem
TTK-0296,reveal_twist,stitch_ready,7_to_12s,glitch_cut,caption_punch,curiosity_gap,one_off_impact,8,glitch_cut_curiosity_gap_stitch_ready
TTK-0297,live_teaser,call_and_response,15_to_30s,beat_switch,simple_static_shot,suspense_payoff,perfect_seam_loop,23,call_and_response_suspense_payoff_live_teaser
TTK-0298,meme_context,listicle_3,3_to_7s,callout_tag,object_closeup,meme_potential,one_off_impact,5,object_closeup_meme_potential_listicle_3
TTK-0299,duet_bait,build_then_drop,10_to_20s,glitch_cut,caption_punch,controversy_but_safe,good_enough_loop,17,glitch_cut_duet_bait_controversy_but_safe
