vpr_id,criterion,criterion_description,weight_level,platform_focus,low_score_signature,high_score_signature,red_flag_if_missing,uplift_strategies,notes
VPR-0106,transition_impact,transition_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_transition_impact,strong_and_clear_transition_impact,transition_impact_not_obvious_in_clip,refine_transition_execution_and_boost_impact,auto_generated_transition_impact_metric
VPR-0107,transition_memorability,transition_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_transition_memorability,strong_and_clear_transition_memorability,transition_memorability_not_obvious_in_clip,refine_transition_execution_and_boost_memorability,auto_generated_transition_memorability_metric
VPR-0108,transition_originality,transition_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_transition_originality,strong_and_clear_transition_originality,transition_originality_not_obvious_in_clip,refine_transition_execution_and_boost_originality,auto_generated_transition_originality_metric
VPR-0109,structure_clarity,structure_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_structure_clarity,strong_and_clear_structure_clarity,structure_clarity_not_obvious_in_clip,refine_structure_execution_and_boost_clarity,auto_generated_structure_clarity_metric
VPR-0110,structure_impact,structure_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_structure_impact,strong_and_clear_structure_impact,structure_impact_not_obvious_in_clip,refine_structure_execution_and_boost_impact,auto_generated_structure_impact_metric
VPR-0111,structure_memorability,structure_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_structure_memorability,strong_and_clear_structure_memorability,structure_memorability_not_obvious_in_clip,refine_structure_execution_and_boost_memorability,auto_generated_structure_memorability_metric
VPR-0112,structure_originality,structure_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_structure_originality,strong_and_clear_structure_originality,structure_originality_not_obvious_in_clip,refine_structure_execution_and_boost_originality,auto_generated_structure_originality_metric
VPR-0113,dynamic_clarity,dynamic_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_dynamic_clarity,strong_and_clear_dynamic_clarity,dynamic_clarity_not_obvious_in_clip,refine_dynamic_execution_and_boost_clarity,auto_generated_dynamic_clarity_metric
VPR-0114,dynamic_impact,dynamic_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_dynamic_impact,strong_and_clear_dynamic_impact,dynamic_impact_not_obvious_in_clip,refine_dynamic_execution_and_boost_impact,auto_generated_dynamic_impact_metric
VPR-0115,dynamic_memorability,dynamic_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_dynamic_memorability,strong_and_clear_dynamic_memorability,dynamic_memorability_not_obvious_in_clip,refine_dynamic_execution_and_boost_memorability,auto_generated_dynamic_memorability_metric
VPR-0116,dynamic_originality,dynamic_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_dynamic_originality,strong_and_clear_dynamic_originality,dynamic_originality_not_obvious_in_clip,refine_dynamic_execution_and_boost_originality,auto_generated_dynamic_originality_metric
VPR-0117,energy_clarity,energy_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_energy_clarity,strong_and_clear_energy_clarity,energy_clarity_not_obvious_in_clip,adjust_energy_and_boost_clarity,auto_generated_energy_clarity_metric
VPR-0118,energy_impact,energy_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_energy_impact,strong_and_clear_energy_impact,energy_impact_not_obvious_in_clip,adjust_energy_and_boost_impact,auto_generated_energy_impact_metric
VPR-0119,energy_memorability,energy_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_energy_memorability,strong_and_clear_energy_memorability,energy_memorability_not_obvious_in_clip,adjust_energy_and_boost_memorability,auto_generated_energy_memorability_metric
VPR-0120,energy_originality,energy_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_energy_originality,strong_and_clear_energy_originality,energy_originality_not_obvious_in_clip,adjust_energy_and_boost_originality,auto_generated_energy_originality_metric
VPR-0121,tempo_clarity,tempo_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_tempo_clarity,strong_and_clear_tempo_clarity,tempo_clarity_not_obvious_in_clip,adjust_tempo_and_boost_clarity,auto_generated_tempo_clarity_metric
VPR-0122,tempo_impact,tempo_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_tempo_impact,strong_and_clear_tempo_impact,tempo_impact_not_obvious_in_clip,adjust_tempo_and_boost_impact,auto_generated_tempo_impact_metric
VPR-0123,tempo_memorability,tempo_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_tempo_memorability,strong_and_clear_tempo_memorability,tempo_memorability_not_obvious_in_clip,adjust_tempo_and_boost_memorability,auto_generated_tempo_memorability_metric
VPR-0124,tempo_originality,tempo_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_tempo_originality,strong_and_clear_tempo_originality,tempo_originality_not_obvious_in_clip,adjust_tempo_and_boost_originality,auto_generated_tempo_originality_metric
VPR-0125,flow_clarity,flow_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_flow_clarity,strong_and_clear_flow_clarity,flow_clarity_not_obvious_in_clip,refine_flow_execution_and_boost_clarity,auto_generated_flow_clarity_metric
VPR-0126,flow_impact,flow_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_flow_impact,strong_and_clear_flow_impact,flow_impact_not_obvious_in_clip,refine_flow_execution_and_boost_impact,auto_generated_flow_impact_metric
VPR-0127,flow_memorability,flow_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_flow_memorability,strong_and_clear_flow_memorability,flow_memorability_not_obvious_in_clip,refine_flow_execution_and_boost_memorability,auto_generated_flow_memorability_metric
VPR-0128,flow_originality,flow_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_flow_originality,strong_and_clear_flow_originality,flow_originality_not_obvious_in_clip,refine_flow_execution_and_boost_originality,auto_generated_flow_originality_metric
VPR-0129,theme_clarity,theme_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_theme_clarity,strong_and_clear_theme_clarity,theme_clarity_not_obvious_in_clip,refine_theme_execution_and_boost_clarity,auto_generated_theme_clarity_metric
VPR-0130,theme_impact,theme_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_theme_impact,strong_and_clear_theme_impact,theme_impact_not_obvious_in_clip,refine_theme_execution_and_boost_impact,auto_generated_theme_impact_metric
VPR-0131,theme_memorability,theme_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_theme_memorability,strong_and_clear_theme_memorability,theme_memorability_not_obvious_in_clip,refine_theme_execution_and_boost_memorability,auto_generated_theme_memorability_metric
VPR-0132,theme_originality,theme_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_theme_originality,strong_and_clear_theme_originality,theme_originality_not_obvious_in_clip,refine_theme_execution_and_boost_originality,auto_generated_theme_originality_metric
VPR-0133,story_clarity,story_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_story_clarity,strong_and_clear_story_clarity,story_clarity_not_obvious_in_clip,refine_story_execution_and_boost_clarity,auto_generated_story_clarity_metric
VPR-0134,story_impact,story_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_story_impact,strong_and_clear_story_impact,story_impact_not_obvious_in_clip,refine_story_execution_and_boost_impact,auto_generated_story_impact_metric
VPR-0135,story_memorability,story_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_story_memorability,strong_and_clear_story_memorability,story_memorability_not_obvious_in_clip,refine_story_execution_and_boost_memorability,auto_generated_story_memorability_metric
VPR-0136,story_originality,story_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_story_originality,strong_and_clear_story_originality,story_originality_not_obvious_in_clip,refine_story_execution_and_boost_originality,auto_generated_story_originality_metric
VPR-0137,character_clarity,character_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_character_clarity,strong_and_clear_character_clarity,character_clarity_not_obvious_in_clip,refine_character_execution_and_boost_clarity,auto_generated_character_clarity_metric
VPR-0138,character_impact,character_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_character_impact,strong_and_clear_character_impact,character_impact_not_obvious_in_clip,refine_character_execution_and_boost_impact,auto_generated_character_impact_metric
VPR-0139,character_memorability,character_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_character_memorability,strong_and_clear_character_memorability,character_memorability_not_obvious_in_clip,refine_character_execution_and_boost_memorability,auto_generated_character_memorability_metric
VPR-0140,character_originality,character_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_character_originality,strong_and_clear_character_originality,character_originality_not_obvious_in_clip,refine_character_execution_and_boost_originality,auto_generated_character_originality_metric
VPR-0141,persona_clarity,persona_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_persona_clarity,strong_and_clear_persona_clarity,persona_clarity_not_obvious_in_clip,refine_persona_execution_and_boost_clarity,auto_generated_persona_clarity_metric
VPR-0142,persona_impact,persona_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_persona_impact,strong_and_clear_persona_impact,persona_impact_not_obvious_in_clip,refine_persona_execution_and_boost_impact,auto_generated_persona_impact_metric
VPR-0143,persona_memorability,persona_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_persona_memorability,strong_and_clear_persona_memorability,persona_memorability_not_obvious_in_clip,refine_persona_execution_and_boost_memorability,auto_generated_persona_memorability_metric
VPR-0144,persona_originality,persona_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_persona_originality,strong_and_clear_persona_originality,persona_originality_not_obvious_in_clip,refine_persona_execution_and_boost_originality,auto_generated_persona_originality_metric
VPR-0145,attitude_clarity,attitude_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_attitude_clarity,strong_and_clear_attitude_clarity,attitude_clarity_not_obvious_in_clip,refine_attitude_execution_and_boost_clarity,auto_generated_attitude_clarity_metric
VPR-0146,attitude_impact,attitude_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_attitude_impact,strong_and_clear_attitude_impact,attitude_impact_not_obvious_in_clip,refine_attitude_execution_and_boost_impact,auto_generated_attitude_impact_metric
VPR-0147,attitude_memorability,attitude_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_attitude_memorability,strong_and_clear_attitude_memorability,attitude_memorability_not_obvious_in_clip,refine_attitude_execution_and_boost_memorability,auto_generated_attitude_memorability_metric
VPR-0148,attitude_originality,attitude_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_attitude_originality,strong_and_clear_attitude_originality,attitude_originality_not_obvious_in_clip,refine_attitude_execution_and_boost_originality,auto_generated_attitude_originality_metric
VPR-0149,humor_clarity,humor_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_humor_clarity,strong_and_clear_humor_clarity,humor_clarity_not_obvious_in_clip,refine_humor_execution_and_boost_clarity,auto_generated_humor_clarity_metric
VPR-0150,humor_impact,humor_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_humor_impact,strong_and_clear_humor_impact,humor_impact_not_obvious_in_clip,refine_humor_execution_and_boost_impact,auto_generated_humor_impact_metric
VPR-0151,humor_memorability,humor_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_humor_memorability,strong_and_clear_humor_memorability,humor_memorability_not_obvious_in_clip,refine_humor_execution_and_boost_memorability,auto_generated_humor_memorability_metric
VPR-0152,humor_originality,humor_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_humor_originality,strong_and_clear_humor_originality,humor_originality_not_obvious_in_clip,refine_humor_execution_and_boost_originality,auto_generated_humor_originality_metric
VPR-0153,sadness_clarity,sadness_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_sadness_clarity,strong_and_clear_sadness_clarity,sadness_clarity_not_obvious_in_clip,refine_sadness_execution_and_boost_clarity,auto_generated_sadness_clarity_metric
VPR-0154,sadness_impact,sadness_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_sadness_impact,strong_and_clear_sadness_impact,sadness_impact_not_obvious_in_clip,refine_sadness_execution_and_boost_impact,auto_generated_sadness_impact_metric
VPR-0155,sadness_memorability,sadness_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_sadness_memorability,strong_and_clear_sadness_memorability,sadness_memorability_not_obvious_in_clip,refine_sadness_execution_and_boost_memorability,auto_generated_sadness_memorability_metric
VPR-0156,sadness_originality,sadness_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_sadness_originality,strong_and_clear_sadness_originality,sadness_originality_not_obvious_in_clip,refine_sadness_execution_and_boost_originality,auto_generated_sadness_originality_metric
VPR-0157,anger_clarity,anger_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_anger_clarity,strong_and_clear_anger_clarity,anger_clarity_not_obvious_in_clip,refine_anger_execution_and_boost_clarity,auto_generated_anger_clarity_metric
VPR-0158,anger_impact,anger_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_anger_impact,strong_and_clear_anger_impact,anger_impact_not_obvious_in_clip,refine_anger_execution_and_boost_impact,auto_generated_anger_impact_metric
VPR-0159,anger_memorability,anger_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_anger_memorability,strong_and_clear_anger_memorability,anger_memorability_not_obvious_in_clip,refine_anger_execution_and_boost_memorability,auto_generated_anger_memorability_metric
VPR-0160,anger_originality,anger_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_anger_originality,strong_and_clear_anger_originality,anger_originality_not_obvious_in_clip,refine_anger_execution_and_boost_originality,auto_generated_anger_originality_metric
VPR-0161,nostalgia_clarity,nostalgia_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_nostalgia_clarity,strong_and_clear_nostalgia_clarity,nostalgia_clarity_not_obvious_in_clip,refine_nostalgia_execution_and_boost_clarity,auto_generated_nostalgia_clarity_metric
VPR-0162,nostalgia_impact,nostalgia_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_nostalgia_impact,strong_and_clear_nostalgia_impact,nostalgia_impact_not_obvious_in_clip,refine_nostalgia_execution_and_boost_impact,auto_generated_nostalgia_impact_metric
VPR-0163,nostalgia_memorability,nostalgia_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_nostalgia_memorability,strong_and_clear_nostalgia_memorability,nostalgia_memorability_not_obvious_in_clip,refine_nostalgia_execution_and_boost_memorability,auto_generated_nostalgia_memorability_metric
VPR-0164,nostalgia_originality,nostalgia_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_nostalgia_originality,strong_and_clear_nostalgia_originality,nostalgia_originality_not_obvious_in_clip,refine_nostalgia_execution_and_boost_originality,auto_generated_nostalgia_originality_metric
VPR-0165,romance_clarity,romance_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_romance_clarity,strong_and_clear_romance_clarity,romance_clarity_not_obvious_in_clip,refine_romance_execution_and_boost_clarity,auto_generated_romance_clarity_metric
VPR-0166,romance_impact,romance_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_romance_impact,strong_and_clear_romance_impact,romance_impact_not_obvious_in_clip,refine_romance_execution_and_boost_impact,auto_generated_romance_impact_metric
VPR-0167,romance_memorability,romance_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_romance_memorability,strong_and_clear_romance_memorability,romance_memorability_not_obvious_in_clip,refine_romance_execution_and_boost_memorability,auto_generated_romance_memorability_metric
VPR-0168,romance_originality,romance_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_romance_originality,strong_and_clear_romance_originality,romance_originality_not_obvious_in_clip,refine_romance_execution_and_boost_originality,auto_generated_romance_originality_metric
VPR-0169,confidence_clarity,confidence_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_confidence_clarity,strong_and_clear_confidence_clarity,confidence_clarity_not_obvious_in_clip,refine_confidence_execution_and_boost_clarity,auto_generated_confidence_clarity_metric
VPR-0170,confidence_impact,confidence_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_confidence_impact,strong_and_clear_confidence_impact,confidence_impact_not_obvious_in_clip,refine_confidence_execution_and_boost_impact,auto_generated_confidence_impact_metric
VPR-0171,confidence_memorability,confidence_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_confidence_memorability,strong_and_clear_confidence_memorability,confidence_memorability_not_obvious_in_clip,refine_confidence_execution_and_boost_memorability,auto_generated_confidence_memorability_metric
VPR-0172,confidence_originality,confidence_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_confidence_originality,strong_and_clear_confidence_originality,confidence_originality_not_obvious_in_clip,refine_confidence_execution_and_boost_originality,auto_generated_confidence_originality_metric
VPR-0173,rebellion_clarity,rebellion_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_rebellion_clarity,strong_and_clear_rebellion_clarity,rebellion_clarity_not_obvious_in_clip,refine_rebellion_execution_and_boost_clarity,auto_generated_rebellion_clarity_metric
VPR-0174,rebellion_impact,rebellion_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_rebellion_impact,strong_and_clear_rebellion_impact,rebellion_impact_not_obvious_in_clip,refine_rebellion_execution_and_boost_impact,auto_generated_rebellion_impact_metric
VPR-0175,rebellion_memorability,rebellion_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_rebellion_memorability,strong_and_clear_rebellion_memorability,rebellion_memorability_not_obvious_in_clip,refine_rebellion_execution_and_boost_memorability,auto_generated_rebellion_memorability_metric
VPR-0176,rebellion_originality,rebellion_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_rebellion_originality,strong_and_clear_rebellion_originality,rebellion_originality_not_obvious_in_clip,refine_rebellion_execution_and_boost_originality,auto_generated_rebellion_originality_metric
VPR-0177,party_clarity,party_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_party_clarity,strong_and_clear_party_clarity,party_clarity_not_obvious_in_clip,refine_party_execution_and_boost_clarity,auto_generated_party_clarity_metric
VPR-0178,party_impact,party_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_party_impact,strong_and_clear_party_impact,party_impact_not_obvious_in_clip,refine_party_execution_and_boost_impact,auto_generated_party_impact_metric
VPR-0179,party_memorability,party_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_party_memorability,strong_and_clear_party_memorability,party_memorability_not_obvious_in_clip,refine_party_execution_and_boost_memorability,auto_generated_party_memorability_metric
VPR-0180,party_originality,party_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_party_originality,strong_and_clear_party_originality,party_originality_not_obvious_in_clip,refine_party_execution_and_boost_originality,auto_generated_party_originality_metric
VPR-0181,dance_clarity,dance_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_dance_clarity,strong_and_clear_dance_clarity,dance_clarity_not_obvious_in_clip,refine_dance_execution_and_boost_clarity,auto_generated_dance_clarity_metric
VPR-0182,dance_impact,dance_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_dance_impact,strong_and_clear_dance_impact,dance_impact_not_obvious_in_clip,refine_dance_execution_and_boost_impact,auto_generated_dance_impact_metric
VPR-0183,dance_memorability,dance_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_dance_memorability,strong_and_clear_dance_memorability,dance_memorability_not_obvious_in_clip,refine_dance_execution_and_boost_memorability,auto_generated_dance_memorability_metric
VPR-0184,dance_originality,dance_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_dance_originality,strong_and_clear_dance_originality,dance_originality_not_obvious_in_clip,refine_dance_execution_and_boost_originality,auto_generated_dance_originality_metric
VPR-0185,focus_clarity,focus_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_focus_clarity,strong_and_clear_focus_clarity,focus_clarity_not_obvious_in_clip,refine_focus_execution_and_boost_clarity,auto_generated_focus_clarity_metric
VPR-0186,focus_impact,focus_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_focus_impact,strong_and_clear_focus_impact,focus_impact_not_obvious_in_clip,refine_focus_execution_and_boost_impact,auto_generated_focus_impact_metric
VPR-0187,focus_memorability,focus_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_focus_memorability,strong_and_clear_focus_memorability,focus_memorability_not_obvious_in_clip,refine_focus_execution_and_boost_memorability,auto_generated_focus_memorability_metric
VPR-0188,focus_originality,focus_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_focus_originality,strong_and_clear_focus_originality,focus_originality_not_obvious_in_clip,refine_focus_execution_and_boost_originality,auto_generated_focus_originality_metric
VPR-0189,background_clarity,background_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_background_clarity,strong_and_clear_background_clarity,background_clarity_not_obvious_in_clip,refine_background_execution_and_boost_clarity,auto_generated_background_clarity_metric
VPR-0190,background_impact,background_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_background_impact,strong_and_clear_background_impact,background_impact_not_obvious_in_clip,refine_background_execution_and_boost_impact,auto_generated_background_impact_metric
VPR-0191,background_memorability,background_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_background_memorability,strong_and_clear_background_memorability,background_memorability_not_obvious_in_clip,refine_background_execution_and_boost_memorability,auto_generated_background_memorability_metric
VPR-0192,background_originality,background_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_background_originality,strong_and_clear_background_originality,background_originality_not_obvious_in_clip,refine_background_execution_and_boost_originality,auto_generated_background_originality_metric
VPR-0193,tension_clarity,tension_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_tension_clarity,strong_and_clear_tension_clarity,tension_clarity_not_obvious_in_clip,refine_tension_execution_and_boost_clarity,auto_generated_tension_clarity_metric
VPR-0194,tension_impact,tension_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_tension_impact,strong_and_clear_tension_impact,tension_impact_not_obvious_in_clip,refine_tension_execution_and_boost_impact,auto_generated_tension_impact_metric
VPR-0195,tension_memorability,tension_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_tension_memorability,strong_and_clear_tension_memorability,tension_memorability_not_obvious_in_clip,refine_tension_execution_and_boost_memorability,auto_generated_tension_memorability_metric
VPR-0196,tension_originality,tension_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_tension_originality,strong_and_clear_tension_originality,tension_originality_not_obvious_in_clip,refine_tension_execution_and_boost_originality,auto_generated_tension_originality_metric
VPR-0197,release_clarity,release_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_release_clarity,strong_and_clear_release_clarity,release_clarity_not_obvious_in_clip,refine_release_execution_and_boost_clarity,auto_generated_release_clarity_metric
VPR-0198,release_impact,release_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_release_impact,strong_and_clear_release_impact,release_impact_not_obvious_in_clip,refine_release_execution_and_boost_impact,auto_generated_release_impact_metric
VPR-0199,release_memorability,release_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_release_memorability,strong_and_clear_release_memorability,release_memorability_not_obvious_in_clip,refine_release_execution_and_boost_memorability,auto_generated_release_memorability_metric
VPR-0200,release_originality,release_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_release_originality,strong_and_clear_release_originality,release_originality_not_obvious_in_clip,refine_release_execution_and_boost_originality,auto_generated_release_originality_metric
VPR-0201,pacing_clarity,pacing_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_pacing_clarity,strong_and_clear_pacing_clarity,pacing_clarity_not_obvious_in_clip,refine_pacing_execution_and_boost_clarity,auto_generated_pacing_clarity_metric
VPR-0202,pacing_impact,pacing_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_pacing_impact,strong_and_clear_pacing_impact,pacing_impact_not_obvious_in_clip,refine_pacing_execution_and_boost_impact,auto_generated_pacing_impact_metric
VPR-0203,pacing_memorability,pacing_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_pacing_memorability,strong_and_clear_pacing_memorability,pacing_memorability_not_obvious_in_clip,refine_pacing_execution_and_boost_memorability,auto_generated_pacing_memorability_metric
VPR-0204,pacing_originality,pacing_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_pacing_originality,strong_and_clear_pacing_originality,pacing_originality_not_obvious_in_clip,refine_pacing_execution_and_boost_originality,auto_generated_pacing_originality_metric
VPR-0205,looping_clarity,looping_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_looping_clarity,strong_and_clear_looping_clarity,looping_clarity_not_obvious_in_clip,refine_looping_execution_and_boost_clarity,auto_generated_looping_clarity_metric
VPR-0206,looping_impact,looping_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_looping_impact,strong_and_clear_looping_impact,looping_impact_not_obvious_in_clip,refine_looping_execution_and_boost_impact,auto_generated_looping_impact_metric
