vpr_id,criterion,criterion_description,weight_level,platform_focus,low_score_signature,high_score_signature,red_flag_if_missing,uplift_strategies,notes
VPR-0207,looping_memorability,looping_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_looping_memorability,strong_and_clear_looping_memorability,looping_memorability_not_obvious_in_clip,refine_looping_execution_and_boost_memorability,auto_generated_looping_memorability_metric
VPR-0208,looping_originality,looping_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_looping_originality,strong_and_clear_looping_originality,looping_originality_not_obvious_in_clip,refine_looping_execution_and_boost_originality,auto_generated_looping_originality_metric
VPR-0209,trend_clarity,trend_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_trend_clarity,strong_and_clear_trend_clarity,trend_clarity_not_obvious_in_clip,refine_trend_execution_and_boost_clarity,auto_generated_trend_clarity_metric
VPR-0210,trend_impact,trend_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_trend_impact,strong_and_clear_trend_impact,trend_impact_not_obvious_in_clip,refine_trend_execution_and_boost_impact,auto_generated_trend_impact_metric
VPR-0211,trend_memorability,trend_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_trend_memorability,strong_and_clear_trend_memorability,trend_memorability_not_obvious_in_clip,refine_trend_execution_and_boost_memorability,auto_generated_trend_memorability_metric
VPR-0212,trend_originality,trend_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_trend_originality,strong_and_clear_trend_originality,trend_originality_not_obvious_in_clip,refine_trend_execution_and_boost_originality,auto_generated_trend_originality_metric
VPR-0213,challenge_clarity,challenge_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_challenge_clarity,strong_and_clear_challenge_clarity,challenge_clarity_not_obvious_in_clip,refine_challenge_execution_and_boost_clarity,auto_generated_challenge_clarity_metric
VPR-0214,challenge_impact,challenge_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_challenge_impact,strong_and_clear_challenge_impact,challenge_impact_not_obvious_in_clip,refine_challenge_execution_and_boost_impact,auto_generated_challenge_impact_metric
VPR-0215,challenge_memorability,challenge_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_challenge_memorability,strong_and_clear_challenge_memorability,challenge_memorability_not_obvious_in_clip,refine_challenge_execution_and_boost_memorability,auto_generated_challenge_memorability_metric
VPR-0216,challenge_originality,challenge_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_challenge_originality,strong_and_clear_challenge_originality,challenge_originality_not_obvious_in_clip,refine_challenge_execution_and_boost_originality,auto_generated_challenge_originality_metric
VPR-0217,duet_clarity,duet_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_duet_clarity,strong_and_clear_duet_clarity,duet_clarity_not_obvious_in_clip,refine_duet_execution_and_boost_clarity,auto_generated_duet_clarity_metric
VPR-0218,duet_impact,duet_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_duet_impact,strong_and_clear_duet_impact,duet_impact_not_obvious_in_clip,refine_duet_execution_and_boost_impact,auto_generated_duet_impact_metric
VPR-0219,duet_memorability,duet_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_duet_memorability,strong_and_clear_duet_memorability,duet_memorability_not_obvious_in_clip,refine_duet_execution_and_boost_memorability,auto_generated_duet_memorability_metric
VPR-0220,duet_originality,duet_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_duet_originality,strong_and_clear_duet_originality,duet_originality_not_obvious_in_clip,refine_duet_execution_and_boost_originality,auto_generated_duet_originality_metric
VPR-0221,reaction_clarity,reaction_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_reaction_clarity,strong_and_clear_reaction_clarity,reaction_clarity_not_obvious_in_clip,refine_reaction_execution_and_boost_clarity,auto_generated_reaction_clarity_metric
VPR-0222,reaction_impact,reaction_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_reaction_impact,strong_and_clear_reaction_impact,reaction_impact_not_obvious_in_clip,refine_reaction_execution_and_boost_impact,auto_generated_reaction_impact_metric
VPR-0223,reaction_memorability,reaction_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_reaction_memorability,strong_and_clear_reaction_memorability,reaction_memorability_not_obvious_in_clip,refine_reaction_execution_and_boost_memorability,auto_generated_reaction_memorability_metric
VPR-0224,reaction_originality,reaction_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_reaction_originality,strong_and_clear_reaction_originality,reaction_originality_not_obvious_in_clip,refine_reaction_execution_and_boost_originality,auto_generated_reaction_originality_metric
VPR-0225,meme_clarity,meme_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_meme_clarity,strong_and_clear_meme_clarity,meme_clarity_not_obvious_in_clip,refine_meme_execution_and_boost_clarity,auto_generated_meme_clarity_metric
VPR-0226,meme_impact,meme_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_meme_impact,strong_and_clear_meme_impact,meme_impact_not_obvious_in_clip,refine_meme_execution_and_boost_impact,auto_generated_meme_impact_metric
VPR-0227,meme_memorability,meme_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_meme_memorability,strong_and_clear_meme_memorability,meme_memorability_not_obvious_in_clip,refine_meme_execution_and_boost_memorability,auto_generated_meme_memorability_metric
VPR-0228,meme_originality,meme_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_meme_originality,strong_and_clear_meme_originality,meme_originality_not_obvious_in_clip,refine_meme_execution_and_boost_originality,auto_generated_meme_originality_metric
VPR-0229,format_clarity,format_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_format_clarity,strong_and_clear_format_clarity,format_clarity_not_obvious_in_clip,refine_format_execution_and_boost_clarity,auto_generated_format_clarity_metric
VPR-0230,format_impact,format_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_format_impact,strong_and_clear_format_impact,format_impact_not_obvious_in_clip,refine_format_execution_and_boost_impact,auto_generated_format_impact_metric
VPR-0231,format_memorability,format_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_format_memorability,strong_and_clear_format_memorability,format_memorability_not_obvious_in_clip,refine_format_execution_and_boost_memorability,auto_generated_format_memorability_metric
VPR-0232,format_originality,format_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_format_originality,strong_and_clear_format_originality,format_originality_not_obvious_in_clip,refine_format_execution_and_boost_originality,auto_generated_format_originality_metric
VPR-0233,caption_clarity,caption_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_caption_clarity,strong_and_clear_caption_clarity,caption_clarity_not_obvious_in_clip,refine_caption_execution_and_boost_clarity,auto_generated_caption_clarity_metric
VPR-0234,caption_impact,caption_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_caption_impact,strong_and_clear_caption_impact,caption_impact_not_obvious_in_clip,refine_caption_execution_and_boost_impact,auto_generated_caption_impact_metric
VPR-0235,caption_memorability,caption_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_caption_memorability,strong_and_clear_caption_memorability,caption_memorability_not_obvious_in_clip,refine_caption_execution_and_boost_memorability,auto_generated_caption_memorability_metric
VPR-0236,caption_originality,caption_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_caption_originality,strong_and_clear_caption_originality,caption_originality_not_obvious_in_clip,refine_caption_execution_and_boost_originality,auto_generated_caption_originality_metric
VPR-0237,hashtag_clarity,hashtag_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_hashtag_clarity,strong_and_clear_hashtag_clarity,hashtag_clarity_not_obvious_in_clip,refine_hashtag_execution_and_boost_clarity,auto_generated_hashtag_clarity_metric
VPR-0238,hashtag_impact,hashtag_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_hashtag_impact,strong_and_clear_hashtag_impact,hashtag_impact_not_obvious_in_clip,refine_hashtag_execution_and_boost_impact,auto_generated_hashtag_impact_metric
VPR-0239,hashtag_memorability,hashtag_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_hashtag_memorability,strong_and_clear_hashtag_memorability,hashtag_memorability_not_obvious_in_clip,refine_hashtag_execution_and_boost_memorability,auto_generated_hashtag_memorability_metric
VPR-0240,hashtag_originality,hashtag_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_hashtag_originality,strong_and_clear_hashtag_originality,hashtag_originality_not_obvious_in_clip,refine_hashtag_execution_and_boost_originality,auto_generated_hashtag_originality_metric
VPR-0241,editing_clarity,editing_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_editing_clarity,strong_and_clear_editing_clarity,editing_clarity_not_obvious_in_clip,refine_editing_execution_and_boost_clarity,auto_generated_editing_clarity_metric
VPR-0242,editing_impact,editing_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_editing_impact,strong_and_clear_editing_impact,editing_impact_not_obvious_in_clip,refine_editing_execution_and_boost_impact,auto_generated_editing_impact_metric
VPR-0243,editing_memorability,editing_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_editing_memorability,strong_and_clear_editing_memorability,editing_memorability_not_obvious_in_clip,refine_editing_execution_and_boost_memorability,auto_generated_editing_memorability_metric
VPR-0244,editing_originality,editing_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_editing_originality,strong_and_clear_editing_originality,editing_originality_not_obvious_in_clip,refine_editing_execution_and_boost_originality,auto_generated_editing_originality_metric
VPR-0245,camera_clarity,camera_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_camera_clarity,strong_and_clear_camera_clarity,camera_clarity_not_obvious_in_clip,refine_camera_execution_and_boost_clarity,auto_generated_camera_clarity_metric
VPR-0246,camera_impact,camera_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_camera_impact,strong_and_clear_camera_impact,camera_impact_not_obvious_in_clip,refine_camera_execution_and_boost_impact,auto_generated_camera_impact_metric
VPR-0247,camera_memorability,camera_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_camera_memorability,strong_and_clear_camera_memorability,camera_memorability_not_obvious_in_clip,refine_camera_execution_and_boost_memorability,auto_generated_camera_memorability_metric
VPR-0248,camera_originality,camera_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_camera_originality,strong_and_clear_camera_originality,camera_originality_not_obvious_in_clip,refine_camera_execution_and_boost_originality,auto_generated_camera_originality_metric
VPR-0249,lighting_clarity,lighting_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_lighting_clarity,strong_and_clear_lighting_clarity,lighting_clarity_not_obvious_in_clip,refine_lighting_execution_and_boost_clarity,auto_generated_lighting_clarity_metric
VPR-0250,lighting_impact,lighting_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_lighting_impact,strong_and_clear_lighting_impact,lighting_impact_not_obvious_in_clip,refine_lighting_execution_and_boost_impact,auto_generated_lighting_impact_metric
VPR-0251,lighting_memorability,lighting_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_lighting_memorability,strong_and_clear_lighting_memorability,lighting_memorability_not_obvious_in_clip,refine_lighting_execution_and_boost_memorability,auto_generated_lighting_memorability_metric
VPR-0252,lighting_originality,lighting_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_lighting_originality,strong_and_clear_lighting_originality,lighting_originality_not_obvious_in_clip,refine_lighting_execution_and_boost_originality,auto_generated_lighting_originality_metric
VPR-0253,outfit_clarity,outfit_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_outfit_clarity,strong_and_clear_outfit_clarity,outfit_clarity_not_obvious_in_clip,refine_outfit_execution_and_boost_clarity,auto_generated_outfit_clarity_metric
VPR-0254,outfit_impact,outfit_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_outfit_impact,strong_and_clear_outfit_impact,outfit_impact_not_obvious_in_clip,refine_outfit_execution_and_boost_impact,auto_generated_outfit_impact_metric
VPR-0255,outfit_memorability,outfit_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_outfit_memorability,strong_and_clear_outfit_memorability,outfit_memorability_not_obvious_in_clip,refine_outfit_execution_and_boost_memorability,auto_generated_outfit_memorability_metric
VPR-0256,outfit_originality,outfit_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_outfit_originality,strong_and_clear_outfit_originality,outfit_originality_not_obvious_in_clip,refine_outfit_execution_and_boost_originality,auto_generated_outfit_originality_metric
VPR-0257,makeup_clarity,makeup_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_makeup_clarity,strong_and_clear_makeup_clarity,makeup_clarity_not_obvious_in_clip,refine_makeup_execution_and_boost_clarity,auto_generated_makeup_clarity_metric
VPR-0258,makeup_impact,makeup_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_makeup_impact,strong_and_clear_makeup_impact,makeup_impact_not_obvious_in_clip,refine_makeup_execution_and_boost_impact,auto_generated_makeup_impact_metric
VPR-0259,makeup_memorability,makeup_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_makeup_memorability,strong_and_clear_makeup_memorability,makeup_memorability_not_obvious_in_clip,refine_makeup_execution_and_boost_memorability,auto_generated_makeup_memorability_metric
VPR-0260,makeup_originality,makeup_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_makeup_originality,strong_and_clear_makeup_originality,makeup_originality_not_obvious_in_clip,refine_makeup_execution_and_boost_originality,auto_generated_makeup_originality_metric
VPR-0261,location_clarity,location_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_location_clarity,strong_and_clear_location_clarity,location_clarity_not_obvious_in_clip,refine_location_execution_and_boost_clarity,auto_generated_location_clarity_metric
VPR-0262,location_impact,location_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_location_impact,strong_and_clear_location_impact,location_impact_not_obvious_in_clip,refine_location_execution_and_boost_impact,auto_generated_location_impact_metric
VPR-0263,location_memorability,location_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_location_memorability,strong_and_clear_location_memorability,location_memorability_not_obvious_in_clip,refine_location_execution_and_boost_memorability,auto_generated_location_memorability_metric
VPR-0264,location_originality,location_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_location_originality,strong_and_clear_location_originality,location_originality_not_obvious_in_clip,refine_location_execution_and_boost_originality,auto_generated_location_originality_metric
VPR-0265,props_clarity,props_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_props_clarity,strong_and_clear_props_clarity,props_clarity_not_obvious_in_clip,refine_props_execution_and_boost_clarity,auto_generated_props_clarity_metric
VPR-0266,props_impact,props_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_props_impact,strong_and_clear_props_impact,props_impact_not_obvious_in_clip,refine_props_execution_and_boost_impact,auto_generated_props_impact_metric
VPR-0267,props_memorability,props_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_props_memorability,strong_and_clear_props_memorability,props_memorability_not_obvious_in_clip,refine_props_execution_and_boost_memorability,auto_generated_props_memorability_metric
VPR-0268,props_originality,props_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_props_originality,strong_and_clear_props_originality,props_originality_not_obvious_in_clip,refine_props_execution_and_boost_originality,auto_generated_props_originality_metric
VPR-0269,animation_clarity,animation_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_animation_clarity,strong_and_clear_animation_clarity,animation_clarity_not_obvious_in_clip,refine_animation_execution_and_boost_clarity,auto_generated_animation_clarity_metric
VPR-0270,animation_impact,animation_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_animation_impact,strong_and_clear_animation_impact,animation_impact_not_obvious_in_clip,refine_animation_execution_and_boost_impact,auto_generated_animation_impact_metric
VPR-0271,animation_memorability,animation_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_animation_memorability,strong_and_clear_animation_memorability,animation_memorability_not_obvious_in_clip,refine_animation_execution_and_boost_memorability,auto_generated_animation_memorability_metric
VPR-0272,animation_originality,animation_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_animation_originality,strong_and_clear_animation_originality,animation_originality_not_obvious_in_clip,refine_animation_execution_and_boost_originality,auto_generated_animation_originality_metric
VPR-0273,effect_clarity,effect_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_effect_clarity,strong_and_clear_effect_clarity,effect_clarity_not_obvious_in_clip,refine_effect_execution_and_boost_clarity,auto_generated_effect_clarity_metric
VPR-0274,effect_impact,effect_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_effect_impact,strong_and_clear_effect_impact,effect_impact_not_obvious_in_clip,refine_effect_execution_and_boost_impact,auto_generated_effect_impact_metric
VPR-0275,effect_memorability,effect_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_effect_memorability,strong_and_clear_effect_memorability,effect_memorability_not_obvious_in_clip,refine_effect_execution_and_boost_memorability,auto_generated_effect_memorability_metric
VPR-0276,effect_originality,effect_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_effect_originality,strong_and_clear_effect_originality,effect_originality_not_obvious_in_clip,refine_effect_execution_and_boost_originality,auto_generated_effect_originality_metric
VPR-0277,glitch_clarity,glitch_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_glitch_clarity,strong_and_clear_glitch_clarity,glitch_clarity_not_obvious_in_clip,refine_glitch_execution_and_boost_clarity,auto_generated_glitch_clarity_metric
VPR-0278,glitch_impact,glitch_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_glitch_impact,strong_and_clear_glitch_impact,glitch_impact_not_obvious_in_clip,refine_glitch_execution_and_boost_impact,auto_generated_glitch_impact_metric
VPR-0279,glitch_memorability,glitch_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_glitch_memorability,strong_and_clear_glitch_memorability,glitch_memorability_not_obvious_in_clip,refine_glitch_execution_and_boost_memorability,auto_generated_glitch_memorability_metric
VPR-0280,glitch_originality,glitch_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_glitch_originality,strong_and_clear_glitch_originality,glitch_originality_not_obvious_in_clip,refine_glitch_execution_and_boost_originality,auto_generated_glitch_originality_metric
VPR-0281,zoom_clarity,zoom_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_zoom_clarity,strong_and_clear_zoom_clarity,zoom_clarity_not_obvious_in_clip,refine_zoom_execution_and_boost_clarity,auto_generated_zoom_clarity_metric
VPR-0282,zoom_impact,zoom_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_zoom_impact,strong_and_clear_zoom_impact,zoom_impact_not_obvious_in_clip,refine_zoom_execution_and_boost_impact,auto_generated_zoom_impact_metric
VPR-0283,zoom_memorability,zoom_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_zoom_memorability,strong_and_clear_zoom_memorability,zoom_memorability_not_obvious_in_clip,refine_zoom_execution_and_boost_memorability,auto_generated_zoom_memorability_metric
VPR-0284,zoom_originality,zoom_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_zoom_originality,strong_and_clear_zoom_originality,zoom_originality_not_obvious_in_clip,refine_zoom_execution_and_boost_originality,auto_generated_zoom_originality_metric
VPR-0285,cut_clarity,cut_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_cut_clarity,strong_and_clear_cut_clarity,cut_clarity_not_obvious_in_clip,refine_cut_execution_and_boost_clarity,auto_generated_cut_clarity_metric
VPR-0286,cut_impact,cut_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_cut_impact,strong_and_clear_cut_impact,cut_impact_not_obvious_in_clip,refine_cut_execution_and_boost_impact,auto_generated_cut_impact_metric
VPR-0287,cut_memorability,cut_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_cut_memorability,strong_and_clear_cut_memorability,cut_memorability_not_obvious_in_clip,refine_cut_execution_and_boost_memorability,auto_generated_cut_memorability_metric
VPR-0288,cut_originality,cut_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_cut_originality,strong_and_clear_cut_originality,cut_originality_not_obvious_in_clip,refine_cut_execution_and_boost_originality,auto_generated_cut_originality_metric
VPR-0289,text_overlay_clarity,text_overlay_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_text_overlay_clarity,strong_and_clear_text_overlay_clarity,text_overlay_clarity_not_obvious_in_clip,refine_text_overlay_execution_and_boost_clarity,auto_generated_text_overlay_clarity_metric
VPR-0290,text_overlay_impact,text_overlay_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_text_overlay_impact,strong_and_clear_text_overlay_impact,text_overlay_impact_not_obvious_in_clip,refine_text_overlay_execution_and_boost_impact,auto_generated_text_overlay_impact_metric
VPR-0291,text_overlay_memorability,text_overlay_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_text_overlay_memorability,strong_and_clear_text_overlay_memorability,text_overlay_memorability_not_obvious_in_clip,refine_text_overlay_execution_and_boost_memorability,auto_generated_text_overlay_memorability_metric
VPR-0292,text_overlay_originality,text_overlay_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_text_overlay_originality,strong_and_clear_text_overlay_originality,text_overlay_originality_not_obvious_in_clip,refine_text_overlay_execution_and_boost_originality,auto_generated_text_overlay_originality_metric
VPR-0293,subtitle_clarity,subtitle_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_subtitle_clarity,strong_and_clear_subtitle_clarity,subtitle_clarity_not_obvious_in_clip,refine_subtitle_execution_and_boost_clarity,auto_generated_subtitle_clarity_metric
VPR-0294,subtitle_impact,subtitle_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_subtitle_impact,strong_and_clear_subtitle_impact,subtitle_impact_not_obvious_in_clip,refine_subtitle_execution_and_boost_impact,auto_generated_subtitle_impact_metric
VPR-0295,subtitle_memorability,subtitle_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_subtitle_memorability,strong_and_clear_subtitle_memorability,subtitle_memorability_not_obvious_in_clip,refine_subtitle_execution_and_boost_memorability,auto_generated_subtitle_memorability_metric
VPR-0296,subtitle_originality,subtitle_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_subtitle_originality,strong_and_clear_subtitle_originality,subtitle_originality_not_obvious_in_clip,refine_subtitle_execution_and_boost_originality,auto_generated_subtitle_originality_metric
VPR-0297,beat_sync_clarity,beat_sync_clarity_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_beat_sync_clarity,strong_and_clear_beat_sync_clarity,beat_sync_clarity_not_obvious_in_clip,refine_beat_sync_execution_and_boost_clarity,auto_generated_beat_sync_clarity_metric
VPR-0298,beat_sync_impact,beat_sync_impact_for_viral_potential_evaluation,critical,tiktok,weak_or_inconsistent_beat_sync_impact,strong_and_clear_beat_sync_impact,beat_sync_impact_not_obvious_in_clip,refine_beat_sync_execution_and_boost_impact,auto_generated_beat_sync_impact_metric
VPR-0299,beat_sync_memorability,beat_sync_memorability_for_viral_potential_evaluation,high,tiktok,weak_or_inconsistent_beat_sync_memorability,strong_and_clear_beat_sync_memorability,beat_sync_memorability_not_obvious_in_clip,refine_beat_sync_execution_and_boost_memorability,auto_generated_beat_sync_memorability_metric
VPR-0300,beat_sync_originality,beat_sync_originality_for_viral_potential_evaluation,medium,tiktok,weak_or_inconsistent_beat_sync_originality,strong_and_clear_beat_sync_originality,beat_sync_originality_not_obvious_in_clip,refine_beat_sync_execution_and_boost_originality,auto_generated_beat_sync_originality_metric
VPR-0301,silence_clarity,silence_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_silence_clarity,strong_and_clear_silence_clarity,silence_clarity_not_obvious_in_clip,refine_silence_execution_and_boost_clarity,auto_generated_silence_clarity_metric
VPR-0302,silence_impact,silence_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_silence_impact,strong_and_clear_silence_impact,silence_impact_not_obvious_in_clip,refine_silence_execution_and_boost_impact,auto_generated_silence_impact_metric
VPR-0303,silence_memorability,silence_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_silence_memorability,strong_and_clear_silence_memorability,silence_memorability_not_obvious_in_clip,refine_silence_execution_and_boost_memorability,auto_generated_silence_memorability_metric
VPR-0304,silence_originality,silence_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_silence_originality,strong_and_clear_silence_originality,silence_originality_not_obvious_in_clip,refine_silence_execution_and_boost_originality,auto_generated_silence_originality_metric
VPR-0305,pause_clarity,pause_clarity_for_viral_potential_evaluation,high,both,weak_or_inconsistent_pause_clarity,strong_and_clear_pause_clarity,pause_clarity_not_obvious_in_clip,refine_pause_execution_and_boost_clarity,auto_generated_pause_clarity_metric
VPR-0306,pause_impact,pause_impact_for_viral_potential_evaluation,critical,both,weak_or_inconsistent_pause_impact,strong_and_clear_pause_impact,pause_impact_not_obvious_in_clip,refine_pause_execution_and_boost_impact,auto_generated_pause_impact_metric
VPR-0307,pause_memorability,pause_memorability_for_viral_potential_evaluation,high,both,weak_or_inconsistent_pause_memorability,strong_and_clear_pause_memorability,pause_memorability_not_obvious_in_clip,refine_pause_execution_and_boost_memorability,auto_generated_pause_memorability_metric
VPR-0308,pause_originality,pause_originality_for_viral_potential_evaluation,medium,both,weak_or_inconsistent_pause_originality,strong_and_clear_pause_originality,pause_originality_not_obvious_in_clip,refine_pause_execution_and_boost_originality,auto_generated_pause_originality_metric
